,Zone,Date,CasesEstimation,ConfirmedCasesWeekLater
66,Belarus,2020-03-06,0.014023475499254808,27
67,Belarus,2020-03-07,0.012116974620639504,27
68,Belarus,2020-03-08,0.01882580258178919,27
69,Belarus,2020-03-09,0.027296113872239017,36
70,Belarus,2020-03-10,0.016425399200099354,36
71,Belarus,2020-03-11,0.029644035827216458,51
72,Belarus,2020-03-12,0.015300002284960612,51
73,Belarus,2020-03-13,0.050719946478516714,69
74,Belarus,2020-03-14,0.034376996576827995,76
75,Belarus,2020-03-15,0.08550129398691168,76
76,Belarus,2020-03-16,0.06905511324624468,81
77,Belarus,2020-03-17,0.07559698409150843,81
78,Belarus,2020-03-18,0.11130451699124994,86
79,Belarus,2020-03-19,0.094632947254983,86
80,Belarus,2020-03-20,0.20453719336205384,94
81,Belarus,2020-03-21,0.14129657475259072,94
82,Belarus,2020-03-22,0.2086849152400461,94
83,Belarus,2020-03-23,0.14970360838862512,152
84,Belarus,2020-03-24,0.07630015610502854,152
85,Belarus,2020-03-25,0.23807538756626154,163
86,Belarus,2020-03-26,0.12603606241662288,304
87,Belarus,2020-03-27,0.1797393110256854,351
88,Belarus,2020-03-28,0.3857097252983952,440
89,Belarus,2020-03-29,0.5271737980959322,562
90,Belarus,2020-03-30,0.23810979642625402,700
91,Belarus,2020-03-31,0.15741269974820174,861
92,Belgium,2020-03-01,0.14741070961028346,200
93,Belgium,2020-03-02,0.20809851181197656,239
94,Belgium,2020-03-03,0.2366628067059236,267
95,Belgium,2020-03-04,0.28821786883022626,314
96,Belgium,2020-03-05,0.3997434908636591,314
97,Belgium,2020-03-06,0.5338201611207297,559
98,Belgium,2020-03-07,0.47010705702987765,689
99,Belgium,2020-03-08,0.6381811211822191,886
100,Belgium,2020-03-09,0.9471763260280207,1058
101,Belgium,2020-03-10,0.997403628084787,1243
102,Belgium,2020-03-11,1.4130905469090878,1486
103,Belgium,2020-03-12,1.695110086529879,1795
104,Belgium,2020-03-13,2.5544986352785313,2257
105,Belgium,2020-03-14,1.5130506664777552,2815
106,Belgium,2020-03-15,2.028004386618758,3401
107,Belgium,2020-03-16,3.1238265442924606,3743
108,Belgium,2020-03-17,3.2478059059445736,4269
109,Belgium,2020-03-18,3.759390953946742,4937
110,Belgium,2020-03-19,4.047103065122216,6235
111,Belgium,2020-03-20,4.383266129946514,7284
112,Belgium,2020-03-21,2.240020651235057,9134
113,Belgium,2020-03-22,2.121538947978825,10836
114,Belgium,2020-03-23,3.7304285037338176,11899
115,Belgium,2020-03-24,5.336973420158897,12775
116,Belgium,2020-03-25,4.4819069020901505,13964
117,Belgium,2020-03-26,5.958823695839937,15348
118,Belgium,2020-03-27,5.044106865837643,16770
119,Belgium,2020-03-28,1.5257116154497217,18431
120,Belgium,2020-03-29,2.072435546675492,19691
121,Belgium,2020-03-30,5.886994184965301,20814
122,Belgium,2020-03-31,6.777745436025925,22194
123,Bosnia and Herzegovina,2020-03-01,0.0010827657838212996,3
124,Bosnia and Herzegovina,2020-03-02,0.002148349008647387,3
125,Bosnia and Herzegovina,2020-03-03,0.0028135895930142085,5
126,Bosnia and Herzegovina,2020-03-04,0.002618554028795742,7
127,Bosnia and Herzegovina,2020-03-05,0.003582824437990227,11
128,Bosnia and Herzegovina,2020-03-06,0.01305831969283114,13
129,Bosnia and Herzegovina,2020-03-07,0.01168732973699636,18
130,Bosnia and Herzegovina,2020-03-08,0.010731452983212545,24
131,Bosnia and Herzegovina,2020-03-09,0.020134917948105988,25
132,Bosnia and Herzegovina,2020-03-10,0.02349316017586163,26
133,Bosnia and Herzegovina,2020-03-11,0.016683304271663583,38
134,Bosnia and Herzegovina,2020-03-12,0.020984635847418505,63
135,Bosnia and Herzegovina,2020-03-13,0.07699326299738932,89
136,Bosnia and Herzegovina,2020-03-14,0.06602860229705255,93
137,Bosnia and Herzegovina,2020-03-15,0.04609395476845268,126
138,Bosnia and Herzegovina,2020-03-16,0.10252158427647809,136
139,Bosnia and Herzegovina,2020-03-17,0.05565239743453167,166
140,Bosnia and Herzegovina,2020-03-18,0.03457556768506689,176
141,Bosnia and Herzegovina,2020-03-19,0.019644654087175282,191
142,Bosnia and Herzegovina,2020-03-20,0.022010483008667793,237
143,Bosnia and Herzegovina,2020-03-21,0.06607910525101199,258
144,Bosnia and Herzegovina,2020-03-22,0.00443043879208838,323
145,Bosnia and Herzegovina,2020-03-23,0.003976151668188536,368
146,Bosnia and Herzegovina,2020-03-24,0.0077306913945691235,420
147,Bosnia and Herzegovina,2020-03-25,0.007689264086279757,459
148,Bosnia and Herzegovina,2020-03-27,0.1188560464959809,579
149,Bosnia and Herzegovina,2020-03-29,0.00424456670824556,654
150,Bulgaria,2020-03-01,0.029543962261779556,4
151,Bulgaria,2020-03-02,0.03735623439437784,4
152,Bulgaria,2020-03-03,0.030553618259717894,4
153,Bulgaria,2020-03-04,0.044606630261004074,7
154,Bulgaria,2020-03-05,0.0503346916922069,7
155,Bulgaria,2020-03-06,0.1080940772415937,23
156,Bulgaria,2020-03-07,0.07086823063275594,41
157,Bulgaria,2020-03-08,0.1386788708879784,51
158,Bulgaria,2020-03-09,0.18257379217840752,52
159,Bulgaria,2020-03-10,0.09761287066564664,67
160,Bulgaria,2020-03-11,0.15840533676533447,92
161,Bulgaria,2020-03-12,0.1445551031495346,94
162,Bulgaria,2020-03-13,0.3633900182829094,127
163,Bulgaria,2020-03-14,0.31567795950473354,163
164,Bulgaria,2020-03-15,0.31325575315026954,187
165,Bulgaria,2020-03-16,0.4660092918325964,201
166,Bulgaria,2020-03-17,0.48798384961714697,218
167,Bulgaria,2020-03-18,0.4373887041890756,242
168,Bulgaria,2020-03-19,0.37603788193888743,264
169,Bulgaria,2020-03-20,0.7645018305285975,293
170,Bulgaria,2020-03-21,0.6143759503685359,331
171,Bulgaria,2020-03-22,0.8284639540237484,346
172,Bulgaria,2020-03-23,0.9096845347151119,359
173,Bulgaria,2020-03-24,0.5808450857265043,399
174,Bulgaria,2020-03-25,0.7585951031454293,422
175,Bulgaria,2020-03-26,0.719654078421252,457
176,Bulgaria,2020-03-27,0.9200991515016539,485
177,Bulgaria,2020-03-28,0.733889349533414,503
178,Bulgaria,2020-03-29,0.5692356017698689,531
179,Bulgaria,2020-03-30,0.8109805803674848,549
180,Bulgaria,2020-03-31,0.6063821005576828,577
181,Croatia,2020-03-01,0.007365668338922248,12
182,Croatia,2020-03-02,0.012954559291892417,12
183,Croatia,2020-03-03,0.020987765658841383,14
184,Croatia,2020-03-04,0.020603845828834472,19
185,Croatia,2020-03-05,0.030240814704733082,19
186,Croatia,2020-03-06,0.04058841417693555,32
187,Croatia,2020-03-07,0.034475747165073345,38
188,Croatia,2020-03-08,0.047363813429635956,49
189,Croatia,2020-03-09,0.05059522102176991,57
190,Croatia,2020-03-10,0.09722381529380254,65
191,Croatia,2020-03-11,0.07674435078574977,81
192,Croatia,2020-03-12,0.09014524633049227,105
193,Croatia,2020-03-13,0.14185225851478298,128
194,Croatia,2020-03-14,0.1314879084562691,206
195,Croatia,2020-03-15,0.23469213827153862,254
196,Croatia,2020-03-16,0.2127065726546185,315
197,Croatia,2020-03-17,0.2562479414808356,382
198,Croatia,2020-03-18,0.25403856424818555,442
199,Croatia,2020-03-19,0.24245460674986583,495
200,Croatia,2020-03-20,0.22847435847117742,586
201,Croatia,2020-03-21,0.20781823639329713,657
202,Croatia,2020-03-22,0.20273412108493938,713
203,Croatia,2020-03-23,0.29239071949903095,790
204,Croatia,2020-03-24,0.2916221459165929,867
205,Croatia,2020-03-25,0.3131218203157946,963
206,Croatia,2020-03-26,0.34454771703957865,1011
207,Croatia,2020-03-27,0.3374000357167447,1079
208,Croatia,2020-03-28,0.20282220519613825,1126
209,Croatia,2020-03-29,0.22433847368622425,1182
210,Croatia,2020-03-30,0.5383853310643567,1222
211,Croatia,2020-03-31,0.3543714288171908,1282
212,Czechia,2020-03-01,0.05837322031054882,31
213,Czechia,2020-03-02,0.05970085498096522,31
214,Czechia,2020-03-03,0.0629528474346136,41
215,Czechia,2020-03-04,0.08477483457878582,91
216,Czechia,2020-03-05,0.10079617606325562,94
217,Czechia,2020-03-06,0.16000759352406796,141
218,Czechia,2020-03-07,0.1465585802124512,189
219,Czechia,2020-03-08,0.23225533486201436,253
220,Czechia,2020-03-09,0.2821668114406456,298
221,Czechia,2020-03-10,0.24637205439975163,396
222,Czechia,2020-03-11,0.25790079116490705,464
223,Czechia,2020-03-12,0.3898172441214984,694
224,Czechia,2020-03-13,0.7036233778885624,833
225,Czechia,2020-03-14,0.3348712881907776,995
226,Czechia,2020-03-15,0.535539664593823,1120
227,Czechia,2020-03-16,0.4603521631789166,1236
228,Czechia,2020-03-17,0.37722972092782475,1394
229,Czechia,2020-03-18,0.5197708469084582,1654
230,Czechia,2020-03-19,0.5681081717579675,1925
231,Czechia,2020-03-20,0.44216836230836004,2279
232,Czechia,2020-03-21,0.14306686170787414,2631
233,Czechia,2020-03-22,0.1942448592781113,2817
234,Czechia,2020-03-23,0.38300382536858385,3001
235,Czechia,2020-03-24,0.2784928550797776,3308
236,Czechia,2020-03-25,0.915730916415774,3508
237,Czechia,2020-03-26,0.7049173328375162,3858
238,Czechia,2020-03-27,0.5422398962578057,4091
239,Czechia,2020-03-28,0.16192615808396163,4472
240,Czechia,2020-03-29,0.5533347836266933,4587
241,Czechia,2020-03-30,0.803580663819912,4822
242,Czechia,2020-03-31,0.48272360493601657,5017
243,Denmark,2020-03-01,0.08164572285679907,35
244,Denmark,2020-03-02,0.12252054579473959,90
245,Denmark,2020-03-03,0.12740520686913093,262
246,Denmark,2020-03-04,0.2029870540748965,442
247,Denmark,2020-03-05,0.31356874119533235,615
248,Denmark,2020-03-06,0.4522411971050495,801
249,Denmark,2020-03-07,0.4061183820539284,827
250,Denmark,2020-03-08,0.609546675106817,864
251,Denmark,2020-03-09,0.880574033696837,914
252,Denmark,2020-03-10,1.220936860649188,977
253,Denmark,2020-03-11,1.852873510932666,1057
254,Denmark,2020-03-12,2.0326409899273936,1151
255,Denmark,2020-03-13,3.0167083899336893,1255
256,Denmark,2020-03-14,1.964422213974382,1326
257,Denmark,2020-03-15,3.0614491750154555,1395
258,Denmark,2020-03-16,3.4080408738076433,1450
259,Denmark,2020-03-17,2.6625346997034702,1591
260,Denmark,2020-03-18,2.424447101448128,1724
261,Denmark,2020-03-19,3.1352749067467216,1877
262,Denmark,2020-03-20,2.8060318214326148,2046
263,Denmark,2020-03-21,2.5798593422895193,2201
264,Denmark,2020-03-22,1.595476856434971,2395
265,Denmark,2020-03-23,1.2367991574096278,2577
266,Denmark,2020-03-24,1.3240013822926375,2860
267,Denmark,2020-03-25,1.614728252512344,3107
268,Denmark,2020-03-26,1.8388021113909054,3386
269,Denmark,2020-03-27,1.9730635191427417,3757
270,Denmark,2020-03-28,1.0578457795658045,4077
271,Denmark,2020-03-29,1.3987124300096363,4369
272,Denmark,2020-03-30,1.620921973828368,4681
273,Denmark,2020-03-31,2.5771854019313807,5071
274,Estonia,2020-03-01,0.0036723160858789642,10
275,Estonia,2020-03-02,0.005345277623295578,10
276,Estonia,2020-03-03,0.010122230383990037,12
277,Estonia,2020-03-04,0.008152076995775038,16
278,Estonia,2020-03-05,0.022134989951382446,16
279,Estonia,2020-03-06,0.022020412904049592,79
280,Estonia,2020-03-07,0.03622277384084933,115
281,Estonia,2020-03-08,0.02678944414938805,171
282,Estonia,2020-03-09,0.046318540122565255,205
283,Estonia,2020-03-10,0.0708291525546684,225
284,Estonia,2020-03-11,0.08094339888988863,258
285,Estonia,2020-03-12,0.13938394990116737,267
286,Estonia,2020-03-13,0.16813845669665267,283
287,Estonia,2020-03-14,0.09380421599794464,306
288,Estonia,2020-03-15,0.172202831772125,326
289,Estonia,2020-03-16,0.22014524138815195,352
290,Estonia,2020-03-17,0.059454905370392996,369
291,Estonia,2020-03-18,0.17536389532865646,404
292,Estonia,2020-03-19,0.1398903247739841,538
293,Estonia,2020-03-20,0.1182813939377244,575
294,Estonia,2020-03-21,0.08629616303784554,645
295,Estonia,2020-03-22,0.10357629294695986,679
296,Estonia,2020-03-23,0.18194168903225258,715
297,Estonia,2020-03-24,0.11540027652628947,745
298,Estonia,2020-03-25,0.07605224822359356,779
299,Estonia,2020-03-26,0.04854388231418898,858
300,Estonia,2020-03-27,0.12491690949055617,961
301,Estonia,2020-03-28,0.0005065422161020883,1039
302,Estonia,2020-03-29,0.0005997778627246505,1097
303,Estonia,2020-03-30,0.13967792856557185,1108
304,Estonia,2020-03-31,0.17827991704353224,1149
305,Finland,2020-03-01,0.04278936561711922,23
306,Finland,2020-03-02,0.05726788123344225,30
307,Finland,2020-03-03,0.06925368999882306,40
308,Finland,2020-03-04,0.10810475839874438,59
309,Finland,2020-03-05,0.16067209985942896,59
310,Finland,2020-03-06,0.21540376550834897,155
311,Finland,2020-03-07,0.2511749433703489,225
312,Finland,2020-03-08,0.32788341549455885,244
313,Finland,2020-03-09,0.4537810747491375,277
314,Finland,2020-03-10,0.5483637873166674,321
315,Finland,2020-03-11,0.8348858042413726,336
316,Finland,2020-03-12,0.9337622095768862,400
317,Finland,2020-03-13,1.354864499722736,450
318,Finland,2020-03-14,1.2762367555237393,523
319,Finland,2020-03-15,1.6506931229876707,626
320,Finland,2020-03-16,1.8606953405091844,700
321,Finland,2020-03-17,1.6015575727203792,792
322,Finland,2020-03-18,1.7515514004834198,880
323,Finland,2020-03-19,1.9795698930561092,958
324,Finland,2020-03-20,1.9959533775129876,1041
325,Finland,2020-03-21,1.8396602337115984,1167
326,Finland,2020-03-22,1.5847135032473612,1240
327,Finland,2020-03-23,0.9767639777640003,1352
328,Finland,2020-03-24,1.4524103316794594,1418
329,Finland,2020-03-25,1.4085455795539596,1446
330,Finland,2020-03-26,1.7094545440767892,1518
331,Finland,2020-03-27,1.7138565447855263,1615
332,Finland,2020-03-28,1.5609827812689059,1882
333,Finland,2020-03-29,1.1929318221033254,1927
334,Finland,2020-03-30,1.3670605779380969,2176
335,Finland,2020-03-31,1.679112730204104,2308
336,France,2020-03-01,0.494415410097348,1126
337,France,2020-03-02,0.68296410323357,1209
338,France,2020-03-03,0.6981035916408331,1784
339,France,2020-03-04,0.9250882952323172,2281
340,France,2020-03-05,1.261458835261199,2281
341,France,2020-03-06,1.9977323480734819,3661
342,France,2020-03-07,1.8664927994745686,4469
343,France,2020-03-08,2.8055673176142837,4499
344,France,2020-03-09,3.3947037728917064,6633
345,France,2020-03-10,3.807613912567566,7652
346,France,2020-03-11,4.7312891310299285,9043
347,France,2020-03-12,5.155222568013765,10871
348,France,2020-03-13,9.076344404492865,12612
349,France,2020-03-14,6.726686609549194,14282
350,France,2020-03-15,8.830260007667636,16018
351,France,2020-03-16,10.974819787926107,19856
352,France,2020-03-17,9.642867169607625,22304
353,France,2020-03-18,9.625665374801562,25233
354,France,2020-03-19,11.558074752039502,29155
355,France,2020-03-20,13.84104506746242,32964
356,France,2020-03-21,7.658673858821018,37575
357,France,2020-03-22,8.544839313586742,40174
358,France,2020-03-23,8.139253624769728,44550
359,France,2020-03-24,9.190912826268232,52128
360,France,2020-03-25,9.724704482348843,56989
361,France,2020-03-26,10.686422138982934,59105
362,France,2020-03-27,9.989574276089558,64338
363,France,2020-03-28,7.236508576186333,68605
364,France,2020-03-29,5.843872169760269,70478
365,France,2020-03-30,8.77158370370711,74390
366,France,2020-03-31,12.455409120366312,78167
367,Germany,2020-03-01,0.7007496089094811,1040
368,Germany,2020-03-02,0.9151703692569603,1176
369,Germany,2020-03-03,1.0991553620032057,1457
370,Germany,2020-03-04,1.454642509548974,1908
371,Germany,2020-03-05,1.9810997223736337,2078
372,Germany,2020-03-06,2.698751172600872,3675
373,Germany,2020-03-07,2.2445347336473507,4585
374,Germany,2020-03-08,3.363059908507167,5795
375,Germany,2020-03-09,4.3481319029131384,7272
376,Germany,2020-03-10,4.976467122190651,9257
377,Germany,2020-03-11,6.800047440327127,12327
378,Germany,2020-03-12,7.9056590382202785,15320
379,Germany,2020-03-13,12.683010287793469,19848
380,Germany,2020-03-14,10.268594698577107,22213
381,Germany,2020-03-15,14.154111332450622,24873
382,Germany,2020-03-16,16.885731560108958,29056
383,Germany,2020-03-17,17.080333923558815,32986
384,Germany,2020-03-18,19.924283035104438,37323
385,Germany,2020-03-19,22.456984164949,43938
386,Germany,2020-03-20,24.517904857907205,50871
387,Germany,2020-03-21,16.10996071288229,57695
388,Germany,2020-03-22,18.431025813545705,62095
389,Germany,2020-03-23,15.170266118163422,66885
390,Germany,2020-03-24,18.83635254244662,71808
391,Germany,2020-03-25,19.905771205834526,77872
392,Germany,2020-03-26,22.969071719047065,84794
393,Germany,2020-03-27,24.33446726532932,91159
394,Germany,2020-03-28,13.907211772275694,96092
395,Germany,2020-03-29,17.2713714372755,100123
396,Germany,2020-03-30,27.880945310495594,103374
397,Germany,2020-03-31,30.285258773076357,107663
398,Greece,2020-03-01,0.057510515574084216,73
399,Greece,2020-03-02,0.08567760437665303,73
400,Greece,2020-03-03,0.08882439203231496,89
401,Greece,2020-03-04,0.12696437731099364,99
402,Greece,2020-03-05,0.1665482345460586,99
403,Greece,2020-03-06,0.26333170752099894,190
404,Greece,2020-03-07,0.2737961050933481,228
405,Greece,2020-03-08,0.3694885426768939,331
406,Greece,2020-03-09,0.44364926131216953,331
407,Greece,2020-03-10,0.4187109576169651,387
408,Greece,2020-03-11,0.47860330531794143,418
409,Greece,2020-03-12,0.5217025652340473,418
410,Greece,2020-03-13,0.8334064151647844,495
411,Greece,2020-03-14,0.8134257569630607,530
412,Greece,2020-03-15,1.096258527174301,624
413,Greece,2020-03-16,1.0272756462350316,695
414,Greece,2020-03-17,1.1185875187173733,743
415,Greece,2020-03-18,1.072315441557668,821
416,Greece,2020-03-19,1.240428026623931,892
417,Greece,2020-03-20,1.6241735529967445,966
418,Greece,2020-03-21,1.479899335973153,1061
419,Greece,2020-03-22,1.779596201827877,1156
420,Greece,2020-03-23,1.63550737529371,1212
421,Greece,2020-03-24,1.2044638090529154,1314
422,Greece,2020-03-25,0.8588625595898002,1415
423,Greece,2020-03-26,0.6914126596510631,1544
424,Greece,2020-03-27,0.8597404463028377,1613
425,Greece,2020-03-28,0.6196426179876808,1673
426,Greece,2020-03-29,0.634896648079973,1735
427,Greece,2020-03-30,1.021251207154688,1755
428,Greece,2020-03-31,1.0292326219107384,1832
429,Hungary,2020-03-01,0.04659770404513161,7
430,Hungary,2020-03-02,0.08035538859689494,9
431,Hungary,2020-03-03,0.07951572979758892,9
432,Hungary,2020-03-04,0.09867763580880874,13
433,Hungary,2020-03-05,0.1400523626981801,13
434,Hungary,2020-03-06,0.24305251037604766,19
435,Hungary,2020-03-07,0.23814528787847197,30
436,Hungary,2020-03-08,0.2698698797015781,32
437,Hungary,2020-03-09,0.30963945144703403,39
438,Hungary,2020-03-10,0.29634154921865974,50
439,Hungary,2020-03-11,0.35052873517248656,58
440,Hungary,2020-03-12,0.3649190645903111,73
441,Hungary,2020-03-13,0.7301781283961407,85
442,Hungary,2020-03-14,0.5772973568247407,103
443,Hungary,2020-03-15,0.8337869480101042,131
444,Hungary,2020-03-16,0.958169437153255,167
445,Hungary,2020-03-17,0.890129320157593,187
446,Hungary,2020-03-18,0.7594988447579875,226
447,Hungary,2020-03-19,1.0821434566203836,261
448,Hungary,2020-03-20,1.3983353715827347,300
449,Hungary,2020-03-21,1.1825550863856156,343
450,Hungary,2020-03-22,1.1098427790744838,408
451,Hungary,2020-03-23,1.4569958894707509,447
452,Hungary,2020-03-24,1.695072356785183,492
453,Hungary,2020-03-25,1.1729734382272121,525
454,Hungary,2020-03-26,0.5960754562254561,585
455,Hungary,2020-03-27,1.2736630156824487,623
456,Hungary,2020-03-28,0.46530913659252254,678
457,Hungary,2020-03-29,0.4436576419546266,733
458,Hungary,2020-03-30,0.7731000769481503,744
459,Hungary,2020-03-31,1.0959419376112867,817
460,Iceland,2020-03-01,0.012220851290577036,50
461,Iceland,2020-03-02,0.01802841913744788,58
462,Iceland,2020-03-03,0.028026158893163473,69
463,Iceland,2020-03-04,0.07480032477535516,85
464,Iceland,2020-03-05,0.09351304314538629,103
465,Iceland,2020-03-06,0.14281899772953824,134
466,Iceland,2020-03-07,0.121840356595393,156
467,Iceland,2020-03-08,0.1765301626174805,171
468,Iceland,2020-03-09,0.17365003460508865,180
469,Iceland,2020-03-10,0.20734972793816864,220
470,Iceland,2020-03-11,0.23421667557427955,250
471,Iceland,2020-03-12,0.4189361991504419,330
472,Iceland,2020-03-13,0.5483061529957779,409
473,Iceland,2020-03-14,0.48233755360429836,473
474,Iceland,2020-03-15,0.6479310304951797,568
475,Iceland,2020-03-16,0.7134090391670896,588
476,Iceland,2020-03-17,0.6979151702673754,648
477,Iceland,2020-03-18,0.9258069364045904,737
478,Iceland,2020-03-19,0.9326623411283481,802
479,Iceland,2020-03-20,0.4629902984634313,890
480,Iceland,2020-03-21,0.9347087128245098,963
481,Iceland,2020-03-22,0.3476265650972928,1020
482,Iceland,2020-03-23,0.7818872110417695,1086
483,Iceland,2020-03-24,0.5717379299518867,1135
484,Iceland,2020-03-25,0.7292162810024092,1220
485,Iceland,2020-03-26,0.7963004700995148,1319
486,Iceland,2020-03-27,1.2341296910718966,1364
487,Iceland,2020-03-28,0.475348878295214,1417
488,Iceland,2020-03-29,0.6869032537782455,1486
489,Iceland,2020-03-30,0.6976415100842143,1562
490,Iceland,2020-03-31,0.7402607471910765,1586
491,Ireland,2020-03-01,0.08206586925304805,19
492,Ireland,2020-03-02,0.10215101711860528,21
493,Ireland,2020-03-03,0.10688633250014917,34
494,Ireland,2020-03-04,0.1653566245118162,43
495,Ireland,2020-03-05,0.20884903423610865,43
496,Ireland,2020-03-06,0.3261138820266109,90
497,Ireland,2020-03-07,0.3484889961877229,129
498,Ireland,2020-03-08,0.4671926405657938,129
499,Ireland,2020-03-09,0.5854488275594557,169
500,Ireland,2020-03-10,0.5998560718271511,223
501,Ireland,2020-03-11,0.7938327953113808,292
502,Ireland,2020-03-12,1.1134174160295096,557
503,Ireland,2020-03-13,1.9322964220880414,683
504,Ireland,2020-03-14,1.5427248575142487,785
505,Ireland,2020-03-15,2.17136531563132,906
506,Ireland,2020-03-16,2.718311832145667,1125
507,Ireland,2020-03-17,2.387038268578163,1329
508,Ireland,2020-03-18,2.936910777011765,1564
509,Ireland,2020-03-19,3.8993639296259834,1819
510,Ireland,2020-03-20,4.522459147034615,2121
511,Ireland,2020-03-21,2.8706536397836118,2415
512,Ireland,2020-03-22,3.467615486252177,2615
513,Ireland,2020-03-23,3.9684858175730975,2910
514,Ireland,2020-03-24,3.8175176828236683,3235
515,Ireland,2020-03-25,3.929279544383249,3447
516,Ireland,2020-03-26,5.3704693782703306,3849
517,Ireland,2020-03-27,5.250228252456941,4273
518,Ireland,2020-03-28,3.3717773998874425,4604
519,Ireland,2020-03-29,4.416057324714402,4994
520,Ireland,2020-03-30,4.6629503238423595,5364
521,Ireland,2020-03-31,3.5384728191032635,5709
522,Italy,2020-03-01,1.5932687913661854,7375
523,Italy,2020-03-02,2.056323414809949,9172
524,Italy,2020-03-03,2.1601848728693605,10149
525,Italy,2020-03-04,2.6549051538208506,12462
526,Italy,2020-03-05,3.5528833078072775,15113
527,Italy,2020-03-06,4.830565456759392,17660
528,Italy,2020-03-07,4.640084258954195,21157
529,Italy,2020-03-08,6.737747557053593,24747
530,Italy,2020-03-09,8.084588185630034,27980
531,Italy,2020-03-10,7.449489648937864,31506
532,Italy,2020-03-11,5.944307507060458,35713
533,Italy,2020-03-12,4.627628174374268,41035
534,Italy,2020-03-13,5.557833837065299,47021
535,Italy,2020-03-14,2.748736802264447,53578
536,Italy,2020-03-15,3.3824683554553197,59138
537,Italy,2020-03-16,4.633740705718697,63927
538,Italy,2020-03-17,4.661832666121555,69176
539,Italy,2020-03-18,5.885377737525119,74386
540,Italy,2020-03-19,6.873592314563947,80589
541,Italy,2020-03-20,7.840404242904314,86498
542,Italy,2020-03-21,6.525960285211417,92472
543,Italy,2020-03-22,6.398755028030303,97689
544,Italy,2020-03-23,9.554945791005593,101739
545,Italy,2020-03-24,11.404256419305197,105792
546,Italy,2020-03-25,12.107619734774916,110574
547,Italy,2020-03-26,13.418610168182832,115242
548,Italy,2020-03-27,12.749047122753122,119827
549,Italy,2020-03-28,11.044557177126922,124632
550,Italy,2020-03-29,11.933809414171943,128948
551,Italy,2020-03-30,13.950666412028433,132547
552,Italy,2020-03-31,16.679784745075988,135586
