Zone,Date,ConfirmedCasesWeekLater,Origin,NumPassengers,OriginConfirmed,OriginPopulation
Croatia,2020-03-18,442,Finland,6.03,336,5540718
Croatia,2020-03-18,442,France,255.26999999999998,9043,65273512
Croatia,2020-03-18,442,Germany,645.8799999999999,12327,83783945
Croatia,2020-03-18,442,Netherlands,83.08,2051,17134873
Croatia,2020-03-18,442,Serbia,52.26,83,8737370
Croatia,2020-03-18,442,Spain,8.04,13910,46754783
Croatia,2020-03-18,442,Switzerland,103.17999999999999,3028,8654618
Croatia,2020-03-18,442,United Kingdom,296.81,5451,67886004
Croatia,2020-03-19,495,Austria,30.15,2013,9006400
Croatia,2020-03-19,495,Belgium,99.16,1795,11589616
Croatia,2020-03-19,495,Bosnia and Herzegovina,49.58,63,3280815
Croatia,2020-03-19,495,Croatia,639.85,105,4105268
Croatia,2020-03-19,495,France,83.08,10871,65273512
Croatia,2020-03-19,495,Germany,634.49,15320,83783945
Croatia,2020-03-19,495,Greece,49.58,418,10423056
Croatia,2020-03-19,495,Netherlands,147.39999999999998,2460,17134873
Croatia,2020-03-19,495,Romania,100.5,277,19237682
Croatia,2020-03-19,495,Serbia,52.26,103,8737370
Croatia,2020-03-19,495,Switzerland,99.16,4075,8654618
Croatia,2020-03-19,495,United Kingdom,13.4,6506,67886004
Croatia,2020-03-20,586,Belgium,99.16,2257,11589616
Croatia,2020-03-20,586,Bosnia and Herzegovina,49.58,89,3280815
Croatia,2020-03-20,586,Croatia,659.2800000000001,128,4105268
Croatia,2020-03-20,586,France,83.08,12612,65273512
Croatia,2020-03-20,586,Germany,363.13999999999993,19848,83783945
Croatia,2020-03-20,586,Netherlands,147.39999999999998,2994,17134873
Croatia,2020-03-20,586,North Macedonia,112.56,67,2083380
Croatia,2020-03-20,586,Serbia,52.26,135,8737370
Croatia,2020-03-20,586,Switzerland,55.61,5294,8654618
Croatia,2020-03-20,586,United Kingdom,183.57999999999998,7760,67886004
Croatia,2020-03-21,657,Austria,49.58,2814,9006400
Croatia,2020-03-21,657,Croatia,414.05999999999995,206,4105268
Croatia,2020-03-21,657,France,83.08,14282,65273512
Croatia,2020-03-21,657,Germany,265.32,22213,83783945
Croatia,2020-03-21,657,Netherlands,83.08,3631,17134873
Croatia,2020-03-21,657,Switzerland,49.58,6575,8654618
Croatia,2020-03-21,657,United Kingdom,210.38,8957,67886004
Croatia,2020-03-22,713,Austria,49.58,3582,9006400
Croatia,2020-03-22,713,Belgium,99.16,3401,11589616
Croatia,2020-03-22,713,Bosnia and Herzegovina,49.58,126,3280815
Croatia,2020-03-22,713,Bulgaria,5.36,187,6948445
Croatia,2020-03-22,713,Croatia,215.74,254,4105268
Croatia,2020-03-22,713,France,83.08,16018,65273512
Croatia,2020-03-22,713,Germany,182.24,24873,83783945
Croatia,2020-03-22,713,Netherlands,83.08,4204,17134873
Croatia,2020-03-22,713,Poland,49.58,634,37846605
Croatia,2020-03-22,713,Switzerland,49.58,7474,8654618
Croatia,2020-03-23,790,Belgium,49.58,3743,11589616
Croatia,2020-03-23,790,Bosnia and Herzegovina,49.58,136,3280815
Croatia,2020-03-23,790,Bulgaria,99.83,201,6948445
Croatia,2020-03-23,790,Croatia,211.71999999999997,315,4105268
Croatia,2020-03-23,790,France,83.08,19856,65273512
Croatia,2020-03-23,790,Germany,383.90999999999997,29056,83783945
Croatia,2020-03-23,790,Italy,6.03,63927,60461828
Croatia,2020-03-23,790,Netherlands,83.08,4749,17134873
Croatia,2020-03-23,790,Serbia,52.26,249,8737370
Croatia,2020-03-23,790,Switzerland,49.58,8795,8654618
Croatia,2020-03-23,790,United Kingdom,83.08,12668,67886004
Croatia,2020-03-24,867,Belgium,49.58,4269,11589616
Croatia,2020-03-24,867,Bosnia and Herzegovina,83.08,166,3280815
Croatia,2020-03-24,867,Croatia,198.32,382,4105268
Croatia,2020-03-24,867,France,83.08,22304,65273512
Croatia,2020-03-24,867,Germany,462.29999999999995,32986,83783945
Croatia,2020-03-24,867,Netherlands,116.58,5560,17134873
Croatia,2020-03-24,867,Serbia,58.29,303,8737370
Croatia,2020-03-24,867,Ukraine,205.02,97,43733759
Croatia,2020-03-25,963,Belgium,49.58,4937,11589616
Croatia,2020-03-25,963,Bosnia and Herzegovina,49.58,176,3280815
Croatia,2020-03-25,963,Croatia,28.14,442,4105268
Croatia,2020-03-25,963,France,83.08,25233,65273512
Croatia,2020-03-25,963,Germany,315.57,37323,83783945
Croatia,2020-03-25,963,Netherlands,100.5,6412,17134873
Croatia,2020-03-25,963,Serbia,52.26,384,8737370
Croatia,2020-03-25,963,Slovakia,6.03,216,5459643
Croatia,2020-03-25,963,Slovenia,100.5,528,2078932
Croatia,2020-03-25,963,United Kingdom,183.57999999999998,17732,67886004
Croatia,2020-03-26,1011,Belgium,49.58,6235,11589616
Croatia,2020-03-26,1011,France,83.08,29155,65273512
Croatia,2020-03-26,1011,Germany,462.29999999999995,43938,83783945
Croatia,2020-03-26,1011,Netherlands,83.08,7431,17134873
Croatia,2020-03-26,1011,Serbia,52.26,384,8737370
Croatia,2020-03-27,1079,Belgium,49.58,7284,11589616
Croatia,2020-03-27,1079,Bulgaria,112.56,293,6948445
Croatia,2020-03-27,1079,Croatia,6.03,586,4105268
Croatia,2020-03-27,1079,France,83.08,32964,65273512
Croatia,2020-03-27,1079,Germany,201.0,50871,83783945
Croatia,2020-03-27,1079,Montenegro,100.5,82,628062
Croatia,2020-03-27,1079,Netherlands,83.08,8603,17134873
Croatia,2020-03-27,1079,North Macedonia,100.5,219,2083380
Croatia,2020-03-27,1079,Serbia,52.26,457,8737370
Croatia,2020-03-27,1079,United Kingdom,193.63,24017,67886004
Croatia,2020-03-28,1126,Albania,112.56,197,2877800
Croatia,2020-03-28,1126,Germany,132.66,57695,83783945
Croatia,2020-03-28,1126,Netherlands,83.08,9762,17134873
Croatia,2020-03-28,1126,Slovenia,71.69,684,2078932
Croatia,2020-03-28,1126,United Kingdom,83.08,26839,67886004
Croatia,2020-03-29,1182,Belgium,49.58,10836,11589616
Croatia,2020-03-29,1182,Germany,166.16,62095,83783945
Croatia,2020-03-29,1182,Lithuania,12.73,460,2722291
Croatia,2020-03-29,1182,Netherlands,83.08,10866,17134873
Croatia,2020-03-30,1222,Austria,5.36,9618,9006400
Croatia,2020-03-30,1222,Belgium,49.58,11899,11589616
Croatia,2020-03-30,1222,France,6.03,44550,65273512
Croatia,2020-03-30,1222,Germany,469.0,66885,83783945
Croatia,2020-03-30,1222,Netherlands,83.08,11750,17134873
Croatia,2020-03-30,1222,Serbia,52.26,785,8737370
Croatia,2020-03-30,1222,United Kingdom,83.08,33969,67886004
Croatia,2020-03-31,1282,Germany,332.32,71808,83783945
Croatia,2020-03-31,1282,Netherlands,83.08,12595,17134873
Croatia,2020-03-31,1282,Serbia,52.26,900,8737370
Croatia,2020-03-31,1282,Slovenia,8.04,802,2078932
Czechia,2020-03-01,31,Austria,171.51999999999998,14,9006400
Czechia,2020-03-01,31,Belarus,88.44,1,9449321
Czechia,2020-03-01,31,Belgium,393.96,2,11589616
Czechia,2020-03-01,31,Bulgaria,83.08,0,6948445
Czechia,2020-03-01,31,Czechia,149.40999999999997,3,10708982
Czechia,2020-03-01,31,Denmark,202.34,4,5792203
Czechia,2020-03-01,31,Finland,284.08,6,5540718
Czechia,2020-03-01,31,France,1545.0199999999998,130,65273512
Czechia,2020-03-01,31,Germany,1214.71,130,83783945
Czechia,2020-03-01,31,Greece,100.5,7,10423056
Czechia,2020-03-01,31,Hungary,367.83,0,9660350
Czechia,2020-03-01,31,Ireland,219.76,1,4937796
Czechia,2020-03-01,31,Italy,1585.22,1694,60461828
Czechia,2020-03-01,31,Latvia,107.2,0,1886202
Czechia,2020-03-01,31,Moldova,100.5,0,4033963
Czechia,2020-03-01,31,Netherlands,857.5999999999999,10,17134873
Czechia,2020-03-01,31,Norway,238.52,19,5421242
Czechia,2020-03-01,31,Poland,538.68,0,37846605
Czechia,2020-03-01,31,Portugal,100.5,0,10196707
Czechia,2020-03-01,31,Romania,123.94999999999999,3,19237682
Czechia,2020-03-01,31,Serbia,52.26,0,8737370
Czechia,2020-03-01,31,Slovakia,63.65,0,5459643
Czechia,2020-03-01,31,Spain,897.8000000000002,84,46754783
Czechia,2020-03-01,31,Sweden,361.13,14,10099270
Czechia,2020-03-01,31,Switzerland,298.15000000000003,27,8654618
Czechia,2020-03-01,31,Ukraine,727.62,0,43733759
Czechia,2020-03-01,31,United Kingdom,2637.7900000000004,94,67886004
Czechia,2020-03-02,31,Austria,233.16,18,9006400
Czechia,2020-03-02,31,Belarus,119.26,1,9449321
Czechia,2020-03-02,31,Belgium,801.3199999999999,8,11589616
Czechia,2020-03-02,31,Czechia,56.28,3,10708982
Czechia,2020-03-02,31,Denmark,238.52,4,5792203
Czechia,2020-03-02,31,Finland,207.03,6,5540718
Czechia,2020-03-02,31,France,1495.4399999999998,191,65273512
Czechia,2020-03-02,31,Germany,1806.32,159,83783945
Czechia,2020-03-02,31,Greece,349.07,7,10423056
Czechia,2020-03-02,31,Hungary,626.45,0,9660350
Czechia,2020-03-02,31,Ireland,219.76,1,4937796
Czechia,2020-03-02,31,Italy,1116.8899999999999,2036,60461828
Czechia,2020-03-02,31,Latvia,107.2,1,1886202
Czechia,2020-03-02,31,Netherlands,938.6700000000001,18,17134873
Czechia,2020-03-02,31,Norway,119.26,25,5421242
Czechia,2020-03-02,31,Poland,313.55999999999995,0,37846605
Czechia,2020-03-02,31,Portugal,110.55,2,10196707
Czechia,2020-03-02,31,Romania,123.94999999999999,3,19237682
Czechia,2020-03-02,31,Serbia,52.26,0,8737370
Czechia,2020-03-02,31,Slovakia,121.26999999999998,0,5459643
Czechia,2020-03-02,31,Slovenia,2.68,0,2078932
Czechia,2020-03-02,31,Spain,866.3100000000001,120,46754783
Czechia,2020-03-02,31,Sweden,321.6,19,10099270
Czechia,2020-03-02,31,Switzerland,532.65,42,8654618
Czechia,2020-03-02,31,Ukraine,588.26,0,43733759
Czechia,2020-03-02,31,United Kingdom,2798.590000000001,134,67886004
Czechia,2020-03-03,41,Austria,347.06,21,9006400
Czechia,2020-03-03,41,Belarus,50.92,1,9449321
Czechia,2020-03-03,41,Belgium,682.06,13,11589616
Czechia,2020-03-03,41,Bulgaria,119.93,0,6948445
Czechia,2020-03-03,41,Czechia,231.14999999999998,5,10708982
Czechia,2020-03-03,41,Denmark,362.47,6,5792203
Czechia,2020-03-03,41,Finland,224.45,6,5540718
Czechia,2020-03-03,41,France,714.22,204,65273512
Czechia,2020-03-03,41,Germany,1607.33,196,83783945
Czechia,2020-03-03,41,Greece,100.5,7,10423056
Czechia,2020-03-03,41,Hungary,385.25,0,9660350
Czechia,2020-03-03,41,Ireland,119.26,2,4937796
Czechia,2020-03-03,41,Italy,1046.54,2502,60461828
Czechia,2020-03-03,41,Latvia,226.46,1,1886202
Czechia,2020-03-03,41,Netherlands,599.6500000000001,24,17134873
Czechia,2020-03-03,41,Norway,119.26,32,5421242
Czechia,2020-03-03,41,Poland,590.9399999999999,0,37846605
Czechia,2020-03-03,41,Portugal,83.08,2,10196707
Czechia,2020-03-03,41,Romania,85.75999999999999,3,19237682
Czechia,2020-03-03,41,Serbia,99.83,0,8737370
Czechia,2020-03-03,41,Slovakia,64.99000000000001,0,5459643
Czechia,2020-03-03,41,Slovenia,8.71,0,2078932
Czechia,2020-03-03,41,Spain,629.1299999999999,165,46754783
Czechia,2020-03-03,41,Sweden,24.79,32,10099270
Czechia,2020-03-03,41,Switzerland,421.43,56,8654618
Czechia,2020-03-03,41,Ukraine,643.2,1,43733759
Czechia,2020-03-03,41,United Kingdom,1615.3699999999997,189,67886004
Czechia,2020-03-04,91,Austria,328.96999999999997,29,9006400
Czechia,2020-03-04,91,Belarus,88.44,6,9449321
Czechia,2020-03-04,91,Belgium,664.64,23,11589616
Czechia,2020-03-04,91,Czechia,369.16999999999996,8,10708982
Czechia,2020-03-04,91,Denmark,123.95,10,5792203
Czechia,2020-03-04,91,Finland,188.26999999999998,6,5540718
Czechia,2020-03-04,91,France,838.1700000000001,285,65273512
Czechia,2020-03-04,91,Germany,1884.04,262,83783945
Czechia,2020-03-04,91,Greece,183.57999999999998,9,10423056
Czechia,2020-03-04,91,Hungary,388.6,2,9660350
Czechia,2020-03-04,91,Ireland,119.26,6,4937796
Czechia,2020-03-04,91,Italy,1027.78,3089,60461828
Czechia,2020-03-04,91,Latvia,107.2,1,1886202
Czechia,2020-03-04,91,Malta,100.5,0,441539
Czechia,2020-03-04,91,Moldova,100.5,0,4033963
Czechia,2020-03-04,91,Netherlands,754.4200000000001,38,17134873
Czechia,2020-03-04,91,Norway,119.26,56,5421242
Czechia,2020-03-04,91,Poland,356.43999999999994,1,37846605
Czechia,2020-03-04,91,Portugal,100.5,5,10196707
Czechia,2020-03-04,91,Romania,123.94999999999999,4,19237682
Czechia,2020-03-04,91,Serbia,52.26,0,8737370
Czechia,2020-03-04,91,Slovakia,54.94,0,5459643
Czechia,2020-03-04,91,Slovenia,4.02,0,2078932
Czechia,2020-03-04,91,Spain,711.54,222,46754783
Czechia,2020-03-04,91,Sweden,357.78000000000003,62,10099270
Czechia,2020-03-04,91,Switzerland,533.99,90,8654618
Czechia,2020-03-04,91,Ukraine,570.84,1,43733759
Czechia,2020-03-04,91,United Kingdom,1389.58,245,67886004
Czechia,2020-03-05,94,Austria,246.56,41,9006400
Czechia,2020-03-05,94,Belarus,67.0,6,9449321
Czechia,2020-03-05,94,Belgium,664.64,50,11589616
Czechia,2020-03-05,94,Bulgaria,70.35,0,6948445
Czechia,2020-03-05,94,Czechia,294.7999999999999,12,10708982
Czechia,2020-03-05,94,Denmark,440.86,10,5792203
Czechia,2020-03-05,94,Finland,224.45,12,5540718
Czechia,2020-03-05,94,France,1057.93,377,65273512
Czechia,2020-03-05,94,Germany,1688.3999999999996,482,83783945
Czechia,2020-03-05,94,Greece,100.5,31,10423056
Czechia,2020-03-05,94,Hungary,758.4399999999999,2,9660350
Czechia,2020-03-05,94,Ireland,219.76,6,4937796
Czechia,2020-03-05,94,Italy,806.68,3858,60461828
Czechia,2020-03-05,94,Latvia,226.46,1,1886202
Czechia,2020-03-05,94,Lithuania,165.49,1,2722291
Czechia,2020-03-05,94,Netherlands,866.3099999999998,82,17134873
Czechia,2020-03-05,94,Norway,119.26,87,5421242
Czechia,2020-03-05,94,Poland,607.02,1,37846605
Czechia,2020-03-05,94,Portugal,100.5,8,10196707
Czechia,2020-03-05,94,Romania,123.94999999999999,6,19237682
Czechia,2020-03-05,94,Serbia,52.26,0,8737370
Czechia,2020-03-05,94,Slovakia,127.3,0,5459643
Czechia,2020-03-05,94,Spain,685.4100000000001,259,46754783
Czechia,2020-03-05,94,Sweden,245.89,87,10099270
Czechia,2020-03-05,94,Switzerland,307.53,114,8654618
Czechia,2020-03-05,94,Ukraine,785.24,1,43733759
Czechia,2020-03-05,94,United Kingdom,2495.7500000000005,294,67886004
Czechia,2020-03-06,141,Austria,289.44,55,9006400
Czechia,2020-03-06,141,Belarus,88.44,6,9449321
Czechia,2020-03-06,141,Belgium,766.4800000000001,109,11589616
Czechia,2020-03-06,141,Bulgaria,77.05,0,6948445
Czechia,2020-03-06,141,Czechia,259.28999999999996,18,10708982
Czechia,2020-03-06,141,Denmark,221.77,23,5792203
Czechia,2020-03-06,141,Estonia,3.35,10,1326539
Czechia,2020-03-06,141,Finland,188.26999999999998,15,5540718
Czechia,2020-03-06,141,France,1555.74,653,65273512
Czechia,2020-03-06,141,Germany,1737.3099999999997,670,83783945
Czechia,2020-03-06,141,Greece,100.5,45,10423056
Czechia,2020-03-06,141,Hungary,607.02,2,9660350
Czechia,2020-03-06,141,Ireland,219.76,18,4937796
Czechia,2020-03-06,141,Italy,831.4699999999999,4636,60461828
Czechia,2020-03-06,141,Latvia,107.2,1,1886202
Czechia,2020-03-06,141,Netherlands,956.0899999999999,128,17134873
Czechia,2020-03-06,141,Norway,173.53,108,5421242
Czechia,2020-03-06,141,Poland,352.41999999999996,5,37846605
Czechia,2020-03-06,141,Portugal,100.5,13,10196707
Czechia,2020-03-06,141,Romania,123.94999999999999,9,19237682
Czechia,2020-03-06,141,Serbia,52.26,1,8737370
Czechia,2020-03-06,141,Slovakia,115.23999999999998,1,5459643
Czechia,2020-03-06,141,Spain,1159.77,400,46754783
Czechia,2020-03-06,141,Sweden,302.84000000000003,146,10099270
Czechia,2020-03-06,141,Switzerland,510.54,214,8654618
Czechia,2020-03-06,141,Ukraine,775.86,1,43733759
Czechia,2020-03-06,141,United Kingdom,3038.450000000001,373,67886004
Czechia,2020-03-07,189,Austria,215.74,79,9006400
Czechia,2020-03-07,189,Belarus,88.44,6,9449321
Czechia,2020-03-07,189,Belgium,373.86,169,11589616
Czechia,2020-03-07,189,Czechia,113.23,19,10708982
Czechia,2020-03-07,189,Denmark,321.6,23,5792203
Czechia,2020-03-07,189,Finland,230.47999999999996,15,5540718
Czechia,2020-03-07,189,France,830.1300000000001,949,65273512
Czechia,2020-03-07,189,Germany,1033.14,799,83783945
Czechia,2020-03-07,189,Greece,100.5,46,10423056
Czechia,2020-03-07,189,Hungary,171.52,4,9660350
Czechia,2020-03-07,189,Ireland,119.26,18,4937796
Czechia,2020-03-07,189,Italy,827.45,5883,60461828
Czechia,2020-03-07,189,Latvia,119.26,1,1886202
Czechia,2020-03-07,189,Malta,100.5,3,441539
Czechia,2020-03-07,189,Netherlands,523.27,188,17134873
Czechia,2020-03-07,189,Norway,119.26,147,5421242
Czechia,2020-03-07,189,Poland,116.58,5,37846605
Czechia,2020-03-07,189,Portugal,83.08,20,10196707
Czechia,2020-03-07,189,Romania,71.69,9,19237682
Czechia,2020-03-07,189,Slovakia,58.29,1,5459643
Czechia,2020-03-07,189,Spain,781.2200000000001,500,46754783
Czechia,2020-03-07,189,Switzerland,207.03,268,8654618
Czechia,2020-03-07,189,Ukraine,424.78000000000003,1,43733759
Czechia,2020-03-07,189,United Kingdom,1420.3999999999999,428,67886004
Czechia,2020-03-08,253,Austria,174.87,104,9006400
Czechia,2020-03-08,253,Belgium,391.94999999999993,200,11589616
Czechia,2020-03-08,253,Bosnia and Herzegovina,8.71,3,3280815
Czechia,2020-03-08,253,Bulgaria,95.81,4,6948445
Czechia,2020-03-08,253,Czechia,58.95999999999998,31,10708982
Czechia,2020-03-08,253,Denmark,321.6,35,5792203
Czechia,2020-03-08,253,Finland,330.98,23,5540718
Czechia,2020-03-08,253,France,1349.3799999999999,1126,65273512
Czechia,2020-03-08,253,Germany,1152.4,1040,83783945
Czechia,2020-03-08,253,Greece,100.5,73,10423056
Czechia,2020-03-08,253,Hungary,523.27,7,9660350
Czechia,2020-03-08,253,Ireland,219.76,19,4937796
Czechia,2020-03-08,253,Italy,886.4100000000001,7375,60461828
Czechia,2020-03-08,253,Latvia,107.2,2,1886202
Czechia,2020-03-08,253,Moldova,100.5,1,4033963
Czechia,2020-03-08,253,Netherlands,874.3499999999999,265,17134873
Czechia,2020-03-08,253,Norway,238.52,176,5421242
Czechia,2020-03-08,253,Poland,322.94,11,37846605
Czechia,2020-03-08,253,Portugal,192.29,30,10196707
Czechia,2020-03-08,253,Romania,226.45999999999998,15,19237682
Czechia,2020-03-08,253,Serbia,52.26,1,8737370
Czechia,2020-03-08,253,Slovakia,67.67,3,5459643
Czechia,2020-03-08,253,Spain,899.8100000000002,673,46754783
Czechia,2020-03-08,253,Sweden,290.11,225,10099270
Czechia,2020-03-08,253,Switzerland,304.18,337,8654618
Czechia,2020-03-08,253,Ukraine,698.14,1,43733759
Czechia,2020-03-08,253,United Kingdom,2637.7900000000004,482,67886004
Czechia,2020-03-09,298,Austria,172.86,131,9006400
Czechia,2020-03-09,298,Belarus,99.83,6,9449321
Czechia,2020-03-09,298,Belgium,779.21,239,11589616
Czechia,2020-03-09,298,Bulgaria,129.31,4,6948445
Czechia,2020-03-09,298,Czechia,277.38,31,10708982
Czechia,2020-03-09,298,Denmark,202.34,90,5792203
Czechia,2020-03-09,298,Finland,247.9,30,5540718
Czechia,2020-03-09,298,France,1780.8600000000001,1209,65273512
Czechia,2020-03-09,298,Germany,1437.82,1176,83783945
Czechia,2020-03-09,298,Greece,105.19,73,10423056
Czechia,2020-03-09,298,Hungary,511.88,9,9660350
Czechia,2020-03-09,298,Ireland,219.76,21,4937796
Czechia,2020-03-09,298,Italy,670.0,9172,60461828
Czechia,2020-03-09,298,Latvia,107.2,6,1886202
Czechia,2020-03-09,298,Lithuania,165.49,1,2722291
Czechia,2020-03-09,298,Netherlands,975.52,321,17134873
Czechia,2020-03-09,298,Norway,119.26,205,5421242
Czechia,2020-03-09,298,Poland,489.0999999999999,16,37846605
Czechia,2020-03-09,298,Portugal,83.08,30,10196707
Czechia,2020-03-09,298,Romania,123.94999999999999,15,19237682
Czechia,2020-03-09,298,Serbia,52.26,1,8737370
Czechia,2020-03-09,298,Slovakia,231.82,3,5459643
Czechia,2020-03-09,298,Spain,860.95,1073,46754783
Czechia,2020-03-09,298,Sweden,321.6,326,10099270
Czechia,2020-03-09,298,Switzerland,527.96,374,8654618
Czechia,2020-03-09,298,Ukraine,653.92,1,43733759
Czechia,2020-03-09,298,United Kingdom,2629.750000000001,629,67886004
Czechia,2020-03-10,396,Austria,208.37,182,9006400
Czechia,2020-03-10,396,Belarus,67.0,9,9449321
Czechia,2020-03-10,396,Belgium,481.05999999999995,267,11589616
Czechia,2020-03-10,396,Bulgaria,100.5,4,6948445
Czechia,2020-03-10,396,Czechia,186.25999999999996,41,10708982
Czechia,2020-03-10,396,Denmark,362.47,262,5792203
Czechia,2020-03-10,396,Finland,367.16,40,5540718
Czechia,2020-03-10,396,France,721.59,1784,65273512
Czechia,2020-03-10,396,Germany,1676.3399999999997,1457,83783945
Czechia,2020-03-10,396,Greece,107.2,89,10423056
Czechia,2020-03-10,396,Hungary,404.67999999999995,9,9660350
Czechia,2020-03-10,396,Ireland,119.26,34,4937796
Czechia,2020-03-10,396,Italy,478.37999999999994,10149,60461828
Czechia,2020-03-10,396,Latvia,226.46,8,1886202
Czechia,2020-03-10,396,Netherlands,718.9100000000001,382,17134873
Czechia,2020-03-10,396,Norway,119.26,400,5421242
Czechia,2020-03-10,396,Poland,397.30999999999995,22,37846605
Czechia,2020-03-10,396,Portugal,83.08,41,10196707
Czechia,2020-03-10,396,Romania,71.69,25,19237682
Czechia,2020-03-10,396,Serbia,99.83,5,8737370
Czechia,2020-03-10,396,Slovakia,56.28,7,5459643
Czechia,2020-03-10,396,Spain,566.15,1695,46754783
Czechia,2020-03-10,396,Switzerland,108.53999999999999,491,8654618
Czechia,2020-03-10,396,Ukraine,643.2,1,43733759
Czechia,2020-03-10,396,United Kingdom,2038.8099999999997,887,67886004
Czechia,2020-03-11,464,Austria,109.21,246,9006400
Czechia,2020-03-11,464,Belarus,33.5,9,9449321
Czechia,2020-03-11,464,Belgium,481.05999999999995,314,11589616
Czechia,2020-03-11,464,Croatia,8.04,19,4105268
Czechia,2020-03-11,464,Czechia,365.15000000000003,91,10708982
Czechia,2020-03-11,464,Denmark,119.26,442,5792203
Czechia,2020-03-11,464,Finland,183.57999999999998,59,5540718
Czechia,2020-03-11,464,France,782.5600000000001,2281,65273512
Czechia,2020-03-11,464,Germany,1286.3999999999999,1908,83783945
Czechia,2020-03-11,464,Greece,109.21000000000001,99,10423056
Czechia,2020-03-11,464,Hungary,402.67,13,9660350
Czechia,2020-03-11,464,Ireland,119.26,43,4937796
Czechia,2020-03-11,464,Italy,119.26,12462,60461828
Czechia,2020-03-11,464,Latvia,107.2,10,1886202
Czechia,2020-03-11,464,Malta,110.55,6,441539
Czechia,2020-03-11,464,Moldova,100.5,3,4033963
Czechia,2020-03-11,464,Netherlands,736.33,503,17134873
Czechia,2020-03-11,464,Norway,119.26,598,5421242
Czechia,2020-03-11,464,Poland,385.24999999999994,31,37846605
Czechia,2020-03-11,464,Portugal,100.5,59,10196707
Czechia,2020-03-11,464,Romania,123.94999999999999,45,19237682
Czechia,2020-03-11,464,Serbia,54.94,12,8737370
Czechia,2020-03-11,464,Slovakia,62.31,10,5459643
Czechia,2020-03-11,464,Slovenia,2.01,57,2078932
Czechia,2020-03-11,464,Spain,671.3399999999999,2277,46754783
Czechia,2020-03-11,464,Sweden,357.78000000000003,620,10099270
Czechia,2020-03-11,464,Switzerland,322.27,652,8654618
Czechia,2020-03-11,464,Ukraine,584.2400000000001,1,43733759
Czechia,2020-03-11,464,United Kingdom,1386.9,1298,67886004
Czechia,2020-03-12,694,Austria,160.79999999999998,302,9006400
Czechia,2020-03-12,694,Belarus,67.0,12,9449321
Czechia,2020-03-12,694,Belgium,581.56,314,11589616
Czechia,2020-03-12,694,Bulgaria,6.7,7,6948445
Czechia,2020-03-12,694,Croatia,78.39,19,4105268
Czechia,2020-03-12,694,Czechia,247.89999999999998,94,10708982
Czechia,2020-03-12,694,Denmark,440.86,615,5792203
Czechia,2020-03-12,694,Finland,307.53,59,5540718
Czechia,2020-03-12,694,France,1032.47,2281,65273512
Czechia,2020-03-12,694,Germany,1339.33,2078,83783945
Czechia,2020-03-12,694,Greece,100.5,99,10423056
Czechia,2020-03-12,694,Hungary,603.0,13,9660350
Czechia,2020-03-12,694,Ireland,219.76,43,4937796
Czechia,2020-03-12,694,Italy,345.04999999999995,15113,60461828
Czechia,2020-03-12,694,Latvia,227.8,10,1886202
Czechia,2020-03-12,694,Lithuania,165.49,3,2722291
Czechia,2020-03-12,694,Netherlands,826.1099999999999,503,17134873
Czechia,2020-03-12,694,Norway,119.26,702,5421242
Czechia,2020-03-12,694,Poland,564.81,49,37846605
Czechia,2020-03-12,694,Portugal,110.55,59,10196707
Czechia,2020-03-12,694,Romania,123.94999999999999,49,19237682
Czechia,2020-03-12,694,Slovakia,133.32999999999998,16,5459643
Czechia,2020-03-12,694,Spain,781.89,2277,46754783
Czechia,2020-03-12,694,Sweden,135.34,771,10099270
Czechia,2020-03-12,694,Switzerland,8.040000000000001,652,8654618
Czechia,2020-03-12,694,Ukraine,765.14,1,43733759
Czechia,2020-03-12,694,United Kingdom,2451.53,1787,67886004
Czechia,2020-03-13,833,Austria,109.88,504,9006400
Czechia,2020-03-13,833,Belarus,50.92,27,9449321
Czechia,2020-03-13,833,Belgium,766.4800000000001,559,11589616
Czechia,2020-03-13,833,Bulgaria,100.5,23,6948445
Czechia,2020-03-13,833,Czechia,268.66999999999996,141,10708982
Czechia,2020-03-13,833,Denmark,125.29,801,5792203
Czechia,2020-03-13,833,Finland,224.45,155,5540718
Czechia,2020-03-13,833,France,1699.12,3661,65273512
Czechia,2020-03-13,833,Germany,1214.0400000000002,3675,83783945
Czechia,2020-03-13,833,Greece,100.5,190,10423056
Czechia,2020-03-13,833,Hungary,427.46,19,9660350
Czechia,2020-03-13,833,Ireland,219.76,90,4937796
Czechia,2020-03-13,833,Italy,219.76,17660,60461828
Czechia,2020-03-13,833,Latvia,107.2,17,1886202
Czechia,2020-03-13,833,Netherlands,992.2699999999999,804,17134873
Czechia,2020-03-13,833,Norway,119.26,996,5421242
Czechia,2020-03-13,833,Poland,375.86999999999995,68,37846605
Czechia,2020-03-13,833,Portugal,110.55,112,10196707
Czechia,2020-03-13,833,Romania,123.94999999999999,89,19237682
Czechia,2020-03-13,833,Serbia,52.26,35,8737370
Czechia,2020-03-13,833,Slovakia,6.03,32,5459643
Czechia,2020-03-13,833,Spain,1368.1399999999999,5232,46754783
Czechia,2020-03-13,833,Sweden,322.27,923,10099270
Czechia,2020-03-13,833,Switzerland,444.88,1139,8654618
Czechia,2020-03-13,833,Ukraine,775.86,3,43733759
Czechia,2020-03-13,833,United Kingdom,3000.930000000001,2266,67886004
Czechia,2020-03-14,995,Austria,18.090000000000003,655,9006400
