,Zone,Date,ConfirmedCases,CasesEstimation,ImportedRisk,ConfirmedCasesWeekLater,Population
215,Belgium,2020-03-08,200,0.6379614417726511,0.6430307679507645,886,11589616
216,Belgium,2020-03-09,239,0.946305875272793,0.9549873106522104,1058,11589616
217,Belgium,2020-03-10,267,0.9941467652171992,0.9948649784523448,1243,11589616
218,Belgium,2020-03-11,314,1.4119469421511734,1.4046948982169816,1486,11589616
219,Belgium,2020-03-12,314,1.694238768619087,1.6848407569612753,1795,11589616
220,Belgium,2020-03-13,559,2.550039027643559,2.54771001014412,2257,11589616
221,Belgium,2020-03-14,689,1.5007029493489048,1.501306664978553,2815,11589616
222,Belgium,2020-03-15,886,2.0264677869592007,2.0397605147310087,3401,11589616
223,Belgium,2020-03-16,1058,3.100339809270351,3.1134744416137576,3743,11589616
224,Belgium,2020-03-17,1243,3.2310629241236057,3.2261981642678785,4269,11589616
225,Belgium,2020-03-18,1486,3.756040611709346,3.7405940736183245,4937,11589616
226,Belgium,2020-03-19,1795,4.028632073503513,4.014173734192129,6235,11589616
227,Belgium,2020-03-20,2257,4.38222230588884,4.376371692322776,7284,11589616
228,Belgium,2020-03-21,2815,2.109994432074733,2.098911185321345,9134,11589616
229,Belgium,2020-03-22,3401,2.119572817263191,2.1392344803250127,10836,11589616
230,Belgium,2020-03-23,3743,3.606440346576583,3.628334548928815,11899,11589616
231,Belgium,2020-03-24,4269,5.153853404793419,5.125210703913673,12775,11589616
232,Belgium,2020-03-25,4937,4.465923953215917,4.4428127052951165,13964,11589616
233,Belgium,2020-03-26,6235,5.944766236990567,5.907543451877944,15348,11589616
234,Belgium,2020-03-27,7284,5.037369413966934,5.036919712065702,16770,11589616
235,Belgium,2020-03-28,9134,1.5257116154497217,1.5180409825743972,18431,11589616
236,Belgium,2020-03-29,10836,2.072435546675492,2.0875449316386416,19691,11589616
237,Belgium,2020-03-30,11899,5.88149110013488,5.91157649122474,20814,11589616
238,Belgium,2020-03-31,12775,6.765928996206004,6.802864577635674,22194,11589616
239,Bosnia and Herzegovina,2020-02-01,0,9.224251121366206e-05,9.28873711464e-05,0,3280815
240,Bosnia and Herzegovina,2020-02-02,0,2.328488399521848e-05,2.34934551887e-05,0,3280815
241,Bosnia and Herzegovina,2020-02-03,0,0.0001375999905840339,0.0001384771926478,0,3280815
242,Bosnia and Herzegovina,2020-02-04,0,0.00013693621134693528,0.0001378636556771,0,3280815
243,Bosnia and Herzegovina,2020-02-05,0,2.328488399521848e-05,2.34754491823e-05,0,3280815
244,Bosnia and Herzegovina,2020-02-06,0,1.207513018267657e-05,1.22006155497e-05,0,3280815
245,Bosnia and Herzegovina,2020-02-07,0,0.0001471950192473457,0.00014822979395219998,0,3280815
246,Bosnia and Herzegovina,2020-02-08,0,0.00016765280818679208,0.0001689773714122,0,3280815
247,Bosnia and Herzegovina,2020-02-09,0,3.262634550567007e-05,3.29221874863e-05,0,3280815
248,Bosnia and Herzegovina,2020-02-10,0,1.207513018267657e-05,1.22006155497e-05,0,3280815
249,Bosnia and Herzegovina,2020-02-11,0,0.00018491046226099762,0.0001860343584176,0,3280815
250,Bosnia and Herzegovina,2020-02-12,0,3.262634550567007e-05,3.28861488688e-05,0,3280815
251,Bosnia and Herzegovina,2020-02-13,0,1.207513018267657e-05,1.22186481692e-05,0,3280815
252,Bosnia and Herzegovina,2020-02-14,0,0.00021167193660199277,0.00021310238540650002,0,3280815
253,Bosnia and Herzegovina,2020-02-15,0,0.0002172455515380156,0.00021882301281089998,0,3280815
254,Bosnia and Herzegovina,2020-02-16,0,3.449463780776039e-05,3.48043274425e-05,0,3280815
255,Bosnia and Herzegovina,2020-02-17,0,0.0001794416107178197,0.0001807384054233,0,3280815
256,Bosnia and Herzegovina,2020-02-18,0,0.00018258161512924706,0.0001838182077801,0,3280815
257,Bosnia and Herzegovina,2020-02-19,0,3.449463780776039e-05,3.4786294823e-05,0,3280815
258,Bosnia and Herzegovina,2020-02-20,0,1.207513018267657e-05,1.22006155497e-05,0,3280815
259,Bosnia and Herzegovina,2020-02-21,0,0.00018978598816022694,0.0001910542203524,0,3280815
260,Bosnia and Herzegovina,2020-02-22,0,0.00021517940532250822,0.0002167769527175,0,3280815
261,Bosnia and Herzegovina,2020-02-23,0,3.449463780776039e-05,3.4786294823e-05,0,3280815
262,Bosnia and Herzegovina,2020-02-24,0,0.0001794416107178197,0.00018065115062239998,0,3280815
263,Bosnia and Herzegovina,2020-02-25,0,0.00026438752096621335,0.0002664164026236,0,3280815
264,Bosnia and Herzegovina,2020-02-26,0,8.016626900496856e-05,8.07659073841e-05,0,3280815
265,Bosnia and Herzegovina,2020-02-27,0,0.0011643675482119436,0.0011697542358846,2,3280815
266,Bosnia and Herzegovina,2020-02-28,0,0.0006973481246835238,0.0007019952312885,2,3280815
267,Bosnia and Herzegovina,2020-02-29,0,0.0002145307698422613,0.0002164837524923,3,3280815
268,Bosnia and Herzegovina,2020-03-01,0,0.0010827657838212996,0.0010900135222534,3,3280815
269,Bosnia and Herzegovina,2020-03-02,0,0.002148349008647387,0.0021640974948522,3,3280815
270,Bosnia and Herzegovina,2020-03-03,0,0.0028135895930142085,0.0028350404766369,5,3280815
271,Bosnia and Herzegovina,2020-03-04,0,0.002618554028795742,0.0026377917352203998,7,3280815
272,Bosnia and Herzegovina,2020-03-05,2,0.003582824437990227,0.0036065826886054,11,3280815
273,Bosnia and Herzegovina,2020-03-06,2,0.01305831969283114,0.0131652206335949,13,3280815
274,Bosnia and Herzegovina,2020-03-07,3,0.01168732973699636,0.0117773505186873,18,3280815
275,Bosnia and Herzegovina,2020-03-08,3,0.010731452983212545,0.0108123786388074,24,3280815
276,Bosnia and Herzegovina,2020-03-09,3,0.020134917948105988,0.0202893864593401,25,3280815
277,Bosnia and Herzegovina,2020-03-10,5,0.02349316017586163,0.0236671868361856,26,3280815
278,Bosnia and Herzegovina,2020-03-11,7,0.016683304271663583,0.0167985400037867,38,3280815
279,Bosnia and Herzegovina,2020-03-12,11,0.020984635847418505,0.021148547281091203,63,3280815
280,Bosnia and Herzegovina,2020-03-13,13,0.07699326299738932,0.0776632447515793,89,3280815
281,Bosnia and Herzegovina,2020-03-14,18,0.06602860229705255,0.06651633401642179,93,3280815
282,Bosnia and Herzegovina,2020-03-15,24,0.04609395476845268,0.0464443251755078,126,3280815
283,Bosnia and Herzegovina,2020-03-16,25,0.10252158427647809,0.1033368034311315,136,3280815
284,Bosnia and Herzegovina,2020-03-17,26,0.05565239743453167,0.0560788461904764,166,3280815
285,Bosnia and Herzegovina,2020-03-18,38,0.03457556768506689,0.034799810104885,176,3280815
286,Bosnia and Herzegovina,2020-03-19,63,0.019644654087175282,0.0198119195249482,191,3280815
287,Bosnia and Herzegovina,2020-03-20,89,0.022010483008667793,0.0222888093000912,237,3280815
288,Bosnia and Herzegovina,2020-03-21,93,0.06607910525101199,0.0665031832960487,258,3280815
289,Bosnia and Herzegovina,2020-03-22,126,0.00443043879208838,0.0044435438687233,323,3280815
290,Bosnia and Herzegovina,2020-03-23,136,0.003976151668188536,0.0039879123930831,368,3280815
291,Bosnia and Herzegovina,2020-03-24,166,0.0077306913945691235,0.0077535566067371,420,3280815
292,Bosnia and Herzegovina,2020-03-25,176,0.007689264086279757,0.0077120073597524,459,3280815
293,Bosnia and Herzegovina,2020-03-27,237,0.1188560464959809,0.1193827980017944,579,3280815
294,Bosnia and Herzegovina,2020-03-29,323,0.00424456670824556,0.00425712215982,654,3280815
295,Bulgaria,2020-02-01,0,0.0003384647849544741,0.0003382571646931,0,6948445
296,Bulgaria,2020-02-02,0,0.00032585669729351955,0.0003293720625275,0,6948445
297,Bulgaria,2020-02-03,0,0.0002793335317867568,0.0002587402615088,0,6948445
298,Bulgaria,2020-02-04,0,1.3468608450875333e-05,1.36286885148e-05,0,6948445
299,Bulgaria,2020-02-05,0,0.0002039217828479709,0.0002052338331282,0,6948445
300,Bulgaria,2020-02-06,0,0.00024527603416465223,0.0002480113381381,0,6948445
301,Bulgaria,2020-02-07,0,0.00038318170673910313,0.0003872764890042,0,6948445
302,Bulgaria,2020-02-08,0,0.0010104360841455668,0.0010088892340232,0,6948445
303,Bulgaria,2020-02-09,0,0.0003911325098876453,0.0003952294477314,0,6948445
304,Bulgaria,2020-02-10,0,9.107471267182976e-05,9.19254483942e-05,0,6948445
305,Bulgaria,2020-02-11,0,0.0007512568176604385,0.0007543312842304001,0,6948445
306,Bulgaria,2020-02-12,0,0.0003884593349478118,0.0003920376600066,0,6948445
307,Bulgaria,2020-02-13,0,0.0006061171819179642,0.0006110845608231,0,6948445
308,Bulgaria,2020-02-14,0,0.0005820441954118501,0.0005860662573309999,0,6948445
309,Bulgaria,2020-02-15,0,0.0015240880156573292,0.0015458998593382998,0,6948445
310,Bulgaria,2020-02-16,0,0.0004991012583377831,0.0005064265305233,0,6948445
311,Bulgaria,2020-02-17,0,0.0005015051063330767,0.0005068481582727,0,6948445
312,Bulgaria,2020-02-18,0,0.0004663609969408095,0.0004712224236706,0,6948445
313,Bulgaria,2020-02-19,0,3.4162564143626503e-05,3.45686006186e-05,0,6948445
314,Bulgaria,2020-02-20,0,0.00042728171222933573,0.0004288589384294,0,6948445
315,Bulgaria,2020-02-21,0,0.0011313119467612062,0.001141667180803,0,6948445
316,Bulgaria,2020-02-22,0,0.0023832016454289656,0.0024137285702342,0,6948445
317,Bulgaria,2020-02-23,0,0.0027068978882189313,0.0027286310607138,0,6948445
318,Bulgaria,2020-02-24,0,0.00430065952499148,0.0043345708867524,0,6948445
319,Bulgaria,2020-02-25,0,0.00538935403605044,0.0054282249395302,0,6948445
320,Bulgaria,2020-02-26,0,0.0007143019707561408,0.00072135987130154,0,6948445
321,Bulgaria,2020-02-27,0,0.001202770327029161,0.0012141798000085999,0,6948445
322,Bulgaria,2020-02-28,0,0.00023737284051203033,0.0002389651728817,0,6948445
323,Bulgaria,2020-02-29,0,0.005555418972727944,0.005620298268900301,0,6948445
324,Bulgaria,2020-03-01,0,0.029543962261779556,0.029796923111214003,4,6948445
325,Bulgaria,2020-03-02,0,0.03735623439437784,0.0373438652594531,4,6948445
326,Bulgaria,2020-03-03,0,0.030553618259717894,0.030771220062733497,4,6948445
327,Bulgaria,2020-03-04,0,0.044606630261004074,0.044933615325698,7,6948445
328,Bulgaria,2020-03-05,0,0.0503346916922069,0.050721237154979795,7,6948445
329,Bulgaria,2020-03-06,0,0.1080940772415937,0.108803785734824,23,6948445
330,Bulgaria,2020-03-07,0,0.07086823063275594,0.07126135444042081,41,6948445
331,Bulgaria,2020-03-08,4,0.13846750848962885,0.1397692092097867,51,6948445
332,Bulgaria,2020-03-09,4,0.18226677672387057,0.1824645636755017,52,6948445
333,Bulgaria,2020-03-10,4,0.0973274542883133,0.0981427952215985,67,6948445
334,Bulgaria,2020-03-11,7,0.15790315822035064,0.1589546847410708,92,6948445
335,Bulgaria,2020-03-12,7,0.1440529246045508,0.1446949685175321,94,6948445
336,Bulgaria,2020-03-13,23,0.3618641977575976,0.3637740591655534,127,6948445
337,Bulgaria,2020-03-14,41,0.31351149492165054,0.3164442238952032,163,6948445
338,Bulgaria,2020-03-15,51,0.3103051649251343,0.3140951261426797,187,6948445
339,Bulgaria,2020-03-16,52,0.4635223123717242,0.4550781589630609,201,6948445
340,Bulgaria,2020-03-17,67,0.4851412567780297,0.4852629204439758,218,6948445
341,Bulgaria,2020-03-18,92,0.4339822211558214,0.4381277308117971,242,6948445
342,Bulgaria,2020-03-19,94,0.37168721067358995,0.3744606680445209,264,6948445
343,Bulgaria,2020-03-20,127,0.7591136321619126,0.7640476131161832,293,6948445
344,Bulgaria,2020-03-21,163,0.6104780883288996,0.6141957549293531,331,6948445
345,Bulgaria,2020-03-22,187,0.8213235305189212,0.8305893467998612,346,6948445
346,Bulgaria,2020-03-23,201,0.9030173624197277,0.9064326365733478,359,6948445
347,Bulgaria,2020-03-24,218,0.576809143871888,0.57998572437387,399,6948445
348,Bulgaria,2020-03-25,242,0.7541148374169102,0.7641143545028537,422,6948445
349,Bulgaria,2020-03-26,264,0.714766515808322,0.7176730112842999,457,6948445
350,Bulgaria,2020-03-27,293,0.9135446029659742,0.9184335623726745,485,6948445
351,Bulgaria,2020-03-28,331,0.7308253661529599,0.7348864499362617,503,6948445
352,Bulgaria,2020-03-29,346,0.5660327671788201,0.5725329203311165,531,6948445
353,Bulgaria,2020-03-30,359,0.80433423575369,0.8140185748005986,549,6948445
354,Bulgaria,2020-03-31,399,0.5986489559476298,0.6048791832840327,577,6948445
355,Croatia,2020-02-01,0,0.0001352485549133231,0.0001361122723527,0,4105268
356,Croatia,2020-02-02,0,0.0002447493921134114,0.0002460949745046,0,4105268
357,Croatia,2020-02-03,0,0.00020901620752721136,0.0002103577667183,0,4105268
358,Croatia,2020-02-04,0,0.0002817173378160516,0.0002836726674617,0,4105268
359,Croatia,2020-02-05,0,0.00022403509407440772,0.0002254106201812,0,4105268
360,Croatia,2020-02-06,0,0.0002678507978424834,0.0002696673210403,0,4105268
361,Croatia,2020-02-07,0,4.8502633915526975e-05,4.90066757239e-05,0,4105268
362,Croatia,2020-02-08,0,1.3407961227294442e-05,1.35975032898e-05,0,4105268
363,Croatia,2020-02-09,0,0.0003611669991748698,0.0003636651006271,0,4105268
364,Croatia,2020-02-10,0,0.00014794219149705186,0.0001489927199091,0,4105268
365,Croatia,2020-02-11,0,0.0003649653278963591,0.0003672362845949,0,4105268
366,Croatia,2020-02-12,0,0.00032593756173965164,0.0003277059540433,0,4105268
367,Croatia,2020-02-13,0,3.053869542829476e-05,3.08560550262e-05,0,4105268
368,Croatia,2020-02-14,0,0.0001350710082155195,0.0001364163579051,0,4105268
369,Croatia,2020-02-15,0,0.0003374539032773896,0.0003398943293226,0,4105268
370,Croatia,2020-02-16,0,0.00046931029596024987,0.00047253575677029996,0,4105268
371,Croatia,2020-02-17,0,0.00031078682718471245,0.0003128620880023,0,4105268
372,Croatia,2020-02-18,0,0.00047215311443468065,0.0004756199921876,1,4105268
373,Croatia,2020-02-19,0,4.87653747022426e-05,4.9092778445800005e-05,3,4105268
374,Croatia,2020-02-20,0,0.00039220291252718416,0.0003946504898992,3,4105268
375,Croatia,2020-02-21,0,0.00029585271118895233,0.0002983735667414,5,4105268
376,Croatia,2020-02-22,0,0.00013622566210348756,0.000137484034549,6,4105268
377,Croatia,2020-02-23,0,0.00015089708329275061,0.0001524655456354,7,4105268
378,Croatia,2020-02-24,0,0.0003700948008066278,0.0003723103362098,7,4105268
379,Croatia,2020-02-25,1,0.0004917965240490599,0.0004946929299879999,9,4105268
380,Croatia,2020-02-26,3,0.0005517621066900109,0.0005554666766612,10,4105268
381,Croatia,2020-02-27,3,0.00014965819575360318,0.000151119598773,10,4105268
382,Croatia,2020-02-28,5,0.0004949789452263599,0.0004996902451383,11,4105268
383,Croatia,2020-02-29,6,0.006127138707649081,0.0061537157130731,12,4105268
384,Croatia,2020-03-01,7,0.005811957350991617,0.0058474969043159,12,4105268
385,Croatia,2020-03-02,7,0.010893607363784436,0.0109558644463439,12,4105268
386,Croatia,2020-03-03,9,0.0187286829387851,0.0188418099493239,14,4105268
387,Croatia,2020-03-04,10,0.01799909505495077,0.018099232321060102,19,4105268
388,Croatia,2020-03-05,10,0.02714318502501424,0.0272951303175526,19,4105268
389,Croatia,2020-03-06,11,0.03772318832566348,0.0379576937667731,32,4105268
390,Croatia,2020-03-07,12,0.03154393370003281,0.0317527466894222,38,4105268
391,Croatia,2020-03-08,12,0.04492749014940188,0.0452273616368818,49,4105268
392,Croatia,2020-03-09,12,0.047352012539400426,0.0476555174997692,57,4105268
393,Croatia,2020-03-10,14,0.09370283201085974,0.09427236411311431,65,4105268
394,Croatia,2020-03-11,19,0.07162787605133536,0.0720939443535193,81,4105268
395,Croatia,2020-03-12,19,0.0848179108191444,0.0853618275669101,105,4105268
396,Croatia,2020-03-13,32,0.13281723327404352,0.13368089194714197,128,4105268
397,Croatia,2020-03-14,38,0.12178831271733073,0.1226953766257235,206,4105268
398,Croatia,2020-03-15,49,0.22132908134078524,0.2221870417781345,254,4105268
399,Croatia,2020-03-16,57,0.19776646643012843,0.1982293500500553,315,4105268
400,Croatia,2020-03-17,65,0.24017633543708888,0.2412030734304588,382,4105268
401,Croatia,2020-03-18,81,0.23627142212737884,0.23808178042660688,442,4105268
402,Croatia,2020-03-19,105,0.2260892318218465,0.2277005797964976,495,4105268
403,Croatia,2020-03-20,128,0.2079183704090095,0.2094586985189635,586,4105268
404,Croatia,2020-03-21,206,0.18704094243831051,0.1878298501321453,657,4105268
405,Croatia,2020-03-22,254,0.18938591580333533,0.1906357737526873,713,4105268
406,Croatia,2020-03-23,315,0.27614530019875627,0.278128505563132,790,4105268
407,Croatia,2020-03-24,382,0.2731682374263311,0.2752577874453454,867,4105268
408,Croatia,2020-03-25,442,0.3100920838893299,0.31249516164298297,963,4105268
409,Croatia,2020-03-26,495,0.34454771703957865,0.3471624437772553,1011,4105268
410,Croatia,2020-03-27,586,0.336539292885826,0.3394005399657356,1079,4105268
411,Croatia,2020-03-28,657,0.20282220519613825,0.2042446755150209,1126,4105268
412,Croatia,2020-03-29,713,0.22433847368622425,0.2258885695005054,1182,4105268
413,Croatia,2020-03-30,790,0.5383853310643567,0.5422579288343043,1222,4105268
414,Croatia,2020-03-31,867,0.3543714288171908,0.3568913512381178,1282,4105268
415,Czechia,2020-02-01,0,0.004284067863911661,0.0025601726644798,0,10708982
416,Czechia,2020-02-02,0,0.001122961113864931,0.0009570784157694,0,10708982
417,Czechia,2020-02-03,0,0.004076533733572633,0.0039433141330917,0,10708982
418,Czechia,2020-02-04,0,0.0017167057934740807,0.0017063200169701,0,10708982
419,Czechia,2020-02-05,0,0.006111107094670397,0.0039877241702163,0,10708982
420,Czechia,2020-02-06,0,0.0007935551553820137,0.0007994091644902999,0,10708982
421,Czechia,2020-02-07,0,0.003325283644731213,0.0032694891922441,0,10708982
422,Czechia,2020-02-08,0,0.004398334006829344,0.0021573018807639,0,10708982
423,Czechia,2020-02-09,0,0.0007898219042535949,0.0007958551920929,0,10708982
424,Czechia,2020-02-10,0,0.0006129963211423676,0.0006164904784193001,0,10708982
425,Czechia,2020-02-11,0,0.00012472039604854307,0.0001256598238386,0,10708982
426,Czechia,2020-02-12,0,0.000856460609733768,0.0008615216802408,0,10708982
427,Czechia,2020-02-13,0,0.001517848352422749,0.0015283717840036,0,10708982
428,Czechia,2020-02-14,0,0.001444648989350781,0.0014576913078734998,0,10708982
429,Czechia,2020-02-15,0,0.0004485954719031627,0.0004522012761315,0,10708982
430,Czechia,2020-02-16,0,0.0007289730851126716,0.0007332634813010001,0,10708982
431,Czechia,2020-02-17,0,0.0015448824867308549,0.0015558911089088,0,10708982
432,Czechia,2020-02-18,0,0.001171010458343147,0.0011784949802134,0,10708982
433,Czechia,2020-02-19,0,0.0003325105341785396,0.0003351998242693,0,10708982
434,Czechia,2020-02-20,0,0.0008113630504416361,0.0008161310577053001,0,10708982
435,Czechia,2020-02-21,0,0.0019977991821657614,0.0020141581978758,0,10708982
436,Czechia,2020-02-22,0,0.0006797769595722755,0.0006853155848094,0,10708982
437,Czechia,2020-02-23,0,0.00674366115360341,0.0067917597119303,3,10708982
438,Czechia,2020-02-24,0,0.00828544721448771,0.0083425677005017,3,10708982
439,Czechia,2020-02-25,0,0.007396901793781186,0.007445778315460201,5,10708982
440,Czechia,2020-02-26,0,0.012187353488802437,0.0122745354778107,8,10708982
441,Czechia,2020-02-27,0,0.013665466021992222,0.013765870510025,12,10708982
442,Czechia,2020-02-28,0,0.02734679570178771,0.0275139518642738,18,10708982
443,Czechia,2020-02-29,0,0.03331693768653982,0.0335429228113608,19,10708982
444,Czechia,2020-03-01,3,0.05833136479150882,0.0587060077691329,31,10708982
445,Czechia,2020-03-02,3,0.05968508877648379,0.059997699861439095,31,10708982
446,Czechia,2020-03-03,5,0.06284492401107997,0.0631545355092583,41,10708982
447,Czechia,2020-03-04,8,0.0844990511289677,0.0849468228821525,91,10708982
448,Czechia,2020-03-05,12,0.10046583654078747,0.1010645772053349,94,10708982
449,Czechia,2020-03-06,18,0.1595717705859026,0.1599522503828936,141,10708982
450,Czechia,2020-03-07,19,0.1463576862339199,0.1471744579322426,189,10708982
451,Czechia,2020-03-08,31,0.2320846594420725,0.233861809830721,253,10708982
452,Czechia,2020-03-09,31,0.2813638611695554,0.2825348595720512,298,10708982
453,Czechia,2020-03-10,41,0.2456589464684842,0.24616016224038,396,10708982
454,Czechia,2020-03-11,91,0.2547979145329359,0.2566849841121996,464,10708982
455,Czechia,2020-03-12,94,0.38764125764584645,0.3904866527929896,694,10708982
456,Czechia,2020-03-13,141,0.7000859296044959,0.6983693221997602,833,10708982
457,Czechia,2020-03-14,189,0.33397261453533583,0.3345439721087024,995,10708982
458,Czechia,2020-03-15,253,0.5346057672355119,0.5391574249415066,1120,10708982
459,Czechia,2020-03-16,298,0.45707079058906636,0.45234731610034695,1236,10708982
460,Czechia,2020-03-17,396,0.37185344519965563,0.375137922916885,1394,10708982
461,Czechia,2020-03-18,464,0.508681449242088,0.5144704847776238,1654,10708982
462,Czechia,2020-03-19,694,0.5508705799868728,0.5561634706090142,1925,10708982
463,Czechia,2020-03-20,833,0.42293753439213044,0.4247897652834325,2279,10708982
464,Czechia,2020-03-21,995,0.14306686170787414,0.1408264673167574,2631,10708982
465,Czechia,2020-03-22,1120,0.19340399503910147,0.1945555415135089,2817,10708982
466,Czechia,2020-03-23,1236,0.3672286116274458,0.3575099673034263,3001,10708982
467,Czechia,2020-03-24,1394,0.2463106532607812,0.2478481986766324,3308,10708982
468,Czechia,2020-03-25,1654,0.8749592613695707,0.8871261281176405,3508,10708982
469,Czechia,2020-03-26,1925,0.6549362748807469,0.6378953712131628,3858,10708982
470,Czechia,2020-03-27,2279,0.4893412145717219,0.4923061318794068,4091,10708982
471,Czechia,2020-03-28,2631,0.14398402969117885,0.144795738339909,4472,10708982
472,Czechia,2020-03-29,2817,0.5517485908401147,0.5591126359125772,4587,10708982
473,Czechia,2020-03-30,3001,0.7697846783564944,0.768365076828645,4822,10708982
474,Czechia,2020-03-31,3308,0.4098727289143742,0.41294759366709766,5017,10708982
475,Denmark,2020-02-01,0,0.0005919701385447109,0.0005955163769533001,0,5792203
476,Denmark,2020-02-02,0,0.0026242426474401026,0.0025309995083047,0,5792203
477,Denmark,2020-02-03,0,0.0017092505651706634,0.001720563705307,0,5792203
478,Denmark,2020-02-04,0,0.0011537657623078273,0.0011613886979684,0,5792203
479,Denmark,2020-02-05,0,0.0035223417116420513,0.0034367868124355002,0,5792203
480,Denmark,2020-02-06,0,0.0003379968808175288,0.0003415310649775,0,5792203
481,Denmark,2020-02-07,0,0.0045098157221021805,0.0044642676349445996,0,5792203
482,Denmark,2020-02-08,0,0.0016123558233877321,0.0016243388718814,0,5792203
483,Denmark,2020-02-09,0,0.004414534298639838,0.0044860612203340994,0,5792203
484,Denmark,2020-02-10,0,0.0018279368117795308,0.0018421901111698,0,5792203
485,Denmark,2020-02-11,0,0.0018815400190060178,0.0018956325878867,0,5792203
486,Denmark,2020-02-12,0,0.002351993069986777,0.0023674041068968,0,5792203
487,Denmark,2020-02-13,0,0.0028056138679942635,0.0028259914201349,0,5792203
488,Denmark,2020-02-14,0,0.004609637435790734,0.0047315424111273,0,5792203
489,Denmark,2020-02-15,0,0.002225662942507138,0.0022440858177729,0,5792203
490,Denmark,2020-02-16,0,0.005713622609081841,0.005859835766453,0,5792203
491,Denmark,2020-02-17,0,0.003228238935488621,0.0032496969509363,0,5792203
492,Denmark,2020-02-18,0,0.0011974234410328706,0.0012054246124273001,0,5792203
493,Denmark,2020-02-19,0,0.0003936792752480867,0.0003979553968999,0,5792203
494,Denmark,2020-02-20,0,0.002382071483261452,0.0023998070069418,1,5792203
495,Denmark,2020-02-21,0,0.005858242516548253,0.0060570287774789,1,5792203
496,Denmark,2020-02-22,0,0.004041769227407546,0.004078622353396901,3,5792203
497,Denmark,2020-02-23,0,0.0027833789660156386,0.0028047706263445997,4,5792203
498,Denmark,2020-02-24,0,0.004222772225310678,0.0042529595413121,4,5792203
499,Denmark,2020-02-25,0,0.00742520348019845,0.0074765486665912,6,5792203
500,Denmark,2020-02-26,0,0.002762809699466474,0.0027664532876059,10,5792203
501,Denmark,2020-02-27,1,0.008306813731663327,0.0083260665242628,10,5792203
502,Denmark,2020-02-28,1,0.02967185915554807,0.0300590745702599,23,5792203
503,Denmark,2020-02-29,3,0.046685460259222385,0.047095254295218596,23,5792203
504,Denmark,2020-03-01,4,0.07862481354129337,0.07935527515939769,35,5792203
505,Denmark,2020-03-02,4,0.11839611852587487,0.1193022072254754,90,5792203
506,Denmark,2020-03-03,6,0.12103395227049203,0.122034174102322,262,5792203
507,Denmark,2020-03-04,10,0.1924434836924358,0.1939496941685467,442,5792203
508,Denmark,2020-03-05,10,0.3031662915574312,0.3054205110608684,615,5792203
509,Denmark,2020-03-06,23,0.4274588906147555,0.4300257128026302,801,5792203
510,Denmark,2020-03-07,23,0.39458523136842927,0.3982166531670574,827,5792203
511,Denmark,2020-03-08,35,0.5829396311202716,0.587503563136851,864,5792203
512,Denmark,2020-03-09,90,0.7855257420537435,0.7908399860975545,914,5792203
513,Denmark,2020-03-10,262,0.9515748372532536,0.9590878287681965,977,5792203
514,Denmark,2020-03-11,442,1.4013678679156647,1.4108164806816037,1057,5792203
515,Denmark,2020-03-12,615,1.4746998835815002,1.4849435409609433,1151,5792203
516,Denmark,2020-03-13,801,2.339038014775911,2.3491412719462472,1255,5792203
517,Denmark,2020-03-14,827,1.6868129554590987,1.7059804983198061,1326,5792203
518,Denmark,2020-03-15,864,2.6514901732332317,2.6725887594102447,1395,5792203
519,Denmark,2020-03-16,914,2.7675595163690305,2.7832954155384173,1450,5792203
520,Denmark,2020-03-17,977,2.0375768555118903,2.058696763978853,1591,5792203
521,Denmark,2020-03-18,1057,2.0652293357724427,2.080477407590612,1724,5792203
522,Denmark,2020-03-19,1151,2.767677229317253,2.7856596645021767,1877,5792203
523,Denmark,2020-03-20,1255,2.5040796971717767,2.5232916236766516,2046,5792203
524,Denmark,2020-03-21,1326,2.418194656158871,2.4481582933424955,2201,5792203
525,Denmark,2020-03-22,1395,1.4839746956854256,1.4904195221558838,2395,5792203
526,Denmark,2020-03-23,1450,1.0420698808286792,1.0480057204266677,2577,5792203
527,Denmark,2020-03-24,1591,1.113648998234275,1.1192737718098575,2860,5792203
528,Denmark,2020-03-25,1724,1.3917769091288335,1.3934767341801348,3107,5792203
529,Denmark,2020-03-26,1877,1.6703187484977196,1.6683592319871015,3386,5792203
530,Denmark,2020-03-27,2046,1.7626670637698896,1.7606345639013805,3757,5792203
531,Denmark,2020-03-28,2201,0.914508398262007,0.9236256500395834,4077,5792203
532,Denmark,2020-03-29,2395,1.1801308557795895,1.1894601990707758,4369,5792203
533,Denmark,2020-03-30,2577,1.383643404689821,1.3935252863308052,4681,5792203
534,Denmark,2020-03-31,2860,2.3115336973899483,2.322379534269523,5071,5792203
535,Estonia,2020-02-01,0,5.980694688205278e-05,5.99690790013e-05,0,1326539
536,Estonia,2020-02-02,0,0.00015068027356230358,0.0001515599688308,0,1326539
537,Estonia,2020-02-03,0,4.451697994013429e-05,4.46663314623e-05,0,1326539
538,Estonia,2020-02-04,0,9.004754891464063e-05,9.06740619166e-05,0,1326539
539,Estonia,2020-02-05,0,8.69081721958794e-05,8.74774547297e-05,0,1326539
540,Estonia,2020-02-06,0,0.00019913385756975524,0.0002002090962988,0,1326539
541,Estonia,2020-02-07,0,0.00012600707830392294,0.0001265903582658,0,1326539
542,Estonia,2020-02-08,0,8.264541733488297e-05,8.310102292289999e-05,0,1326539
