,Zone,Date,ConfirmedCases,CasesEstimation,ImportedRisk,ConfirmedCasesWeekLater,Population
32,Albania,2020-03-04,0,0.07094169286276147,0.07137120493475499,12,2877800
33,Albania,2020-03-05,0,0.10978057157541563,0.11045224649658819,23,2877800
34,Albania,2020-03-06,0,0.137541180908921,0.1383580771021311,33,2877800
35,Albania,2020-03-07,0,0.13775780063469553,0.1362588744693275,38,2877800
36,Albania,2020-03-08,0,0.17665541279142608,0.1778205580402697,42,2877800
37,Albania,2020-03-09,2,0.1043759653426149,0.104991811289361,51,2877800
38,Albania,2020-03-10,10,0.03876837644061773,0.0390686489792651,55,2877800
39,Albania,2020-03-11,12,0.011649147898055212,0.011758131069485499,59,2877800
40,Albania,2020-03-12,23,0.0373893085741952,0.0376908711224826,64,2877800
41,Albania,2020-03-13,33,0.07174086384265396,0.0675065639179007,70,2877800
42,Albania,2020-03-14,38,0.037514236719691424,0.0377952469499953,76,2877800
43,Albania,2020-03-15,42,0.04489976637174935,0.0453694859364795,89,2877800
44,Albania,2020-03-16,51,0.11490605739043457,0.1158741139780871,104,2877800
45,Albania,2020-03-17,55,0.06756857414428767,0.068139980084667,123,2877800
46,Albania,2020-03-18,59,0.055507759073525925,0.055953443705546696,146,2877800
47,Albania,2020-03-19,64,0.1298988417790221,0.1312006321001753,174,2877800
48,Albania,2020-03-20,70,0.1550041111646366,0.1563237674018628,186,2877800
49,Albania,2020-03-21,76,0.06658529398426939,0.06713814464948,197,2877800
50,Albania,2020-03-22,89,0.031773153944165244,0.0320229982484602,212,2877800
51,Albania,2020-03-23,104,0.00112523989480954,0.0011419766115476,223,2877800
52,Albania,2020-03-24,123,0.1287829167189586,0.1293538725040632,243,2877800
53,Albania,2020-03-26,174,0.0026933536225230226,0.0027414830635224,277,2877800
54,Albania,2020-03-27,186,0.4097076373866738,0.41212743834728116,304,2877800
55,Albania,2020-03-28,197,0.15430121838380392,0.1550261763380348,333,2877800
56,Albania,2020-03-29,212,0.06157328352108509,0.0620291468462726,361,2877800
57,Albania,2020-03-30,223,0.21827580267251617,0.2202402211655026,377,2877800
58,Albania,2020-03-31,243,0.14240935157684445,0.1437814711567533,383,2877800
59,Austria,2020-02-01,0,0.004352375919588346,0.0039916608950847,0,9006400
60,Austria,2020-02-02,0,0.001600463340559521,0.0016096507986557,0,9006400
61,Austria,2020-02-03,0,0.0023616032869379694,0.0023748154792841,0,9006400
62,Austria,2020-02-04,0,0.0038423778631660765,0.0038286061094154,0,9006400
63,Austria,2020-02-05,0,0.0020251243262167646,0.0020372275476182,0,9006400
64,Austria,2020-02-06,0,0.004649035609254156,0.0047883769314636,0,9006400
65,Austria,2020-02-07,0,0.0028317504291885567,0.0028492579883468002,0,9006400
66,Austria,2020-02-08,0,0.009839817829074863,0.009852553278878901,0,9006400
67,Austria,2020-02-09,0,0.0024934240945941265,0.0025095931885746,0,9006400
68,Austria,2020-02-10,0,0.002447129161223074,0.0024621900961288,0,9006400
69,Austria,2020-02-11,0,0.005953329963697662,0.0060931900880907,0,9006400
70,Austria,2020-02-12,0,0.0037100894966978866,0.0037331552592994,0,9006400
71,Austria,2020-02-13,0,0.003454198617402586,0.0034748707850972994,0,9006400
72,Austria,2020-02-14,0,0.0038395217671567763,0.0038644638284999998,0,9006400
73,Austria,2020-02-15,0,0.007553253028278334,0.0077273023539952005,0,9006400
74,Austria,2020-02-16,0,0.003719559082560916,0.0037432525219889996,0,9006400
75,Austria,2020-02-17,0,0.003728997014222202,0.0037516541872298003,0,9006400
76,Austria,2020-02-18,0,0.003086263409988225,0.0031047049815141003,2,9006400
77,Austria,2020-02-19,0,0.002811981708113828,0.0028271798196443,2,9006400
78,Austria,2020-02-20,0,0.003827869584664999,0.0038517930170845005,3,9006400
79,Austria,2020-02-21,0,0.004839909773415222,0.0048719769759413,3,9006400
80,Austria,2020-02-22,0,0.008769697976270594,0.008971818369116,9,9006400
81,Austria,2020-02-23,0,0.010074348779755354,0.0101511517030346,14,9006400
82,Austria,2020-02-24,0,0.014272834640582955,0.014351974930094599,18,9006400
83,Austria,2020-02-25,2,0.013722788563400805,0.013803603982601399,21,9006400
84,Austria,2020-02-26,2,0.021092023288098324,0.021202667392277,29,9006400
85,Austria,2020-02-27,3,0.04293358833767571,0.0432870512889878,41,9006400
86,Austria,2020-02-28,3,0.054037020578567505,0.054393615804042096,55,9006400
87,Austria,2020-02-29,9,0.025316625634970717,0.0255349656350727,79,9006400
88,Austria,2020-03-01,14,0.08110284259732828,0.08162393104855159,104,9006400
89,Austria,2020-03-02,18,0.11721047840682354,0.1178486182633787,131,9006400
90,Austria,2020-03-03,21,0.12301368740193146,0.1238771102637568,182,9006400
91,Austria,2020-03-04,29,0.16333152353563551,0.16444235231220952,246,9006400
92,Austria,2020-03-05,41,0.26042246777613,0.2620784158962528,302,9006400
93,Austria,2020-03-06,55,0.3504248248028353,0.3527789909513557,504,9006400
94,Austria,2020-03-07,79,0.4022527897600528,0.4057098770774573,655,9006400
95,Austria,2020-03-08,104,0.46822917312774653,0.47156730645115713,860,9006400
96,Austria,2020-03-09,131,0.5452458356303562,0.5487781322538446,1018,9006400
97,Austria,2020-03-10,182,0.48784206421346704,0.4917165076079816,1332,9006400
98,Austria,2020-03-11,246,0.6709579614087124,0.6761092630161021,1646,9006400
99,Austria,2020-03-12,302,0.6750033493795384,0.6796222726396377,2013,9006400
100,Austria,2020-03-13,504,1.3892918279148583,1.399763602982819,2388,9006400
101,Austria,2020-03-14,655,1.5938515340525292,1.6083402191245446,2814,9006400
102,Austria,2020-03-15,860,1.8264281374578588,1.8287646130280284,3582,9006400
103,Austria,2020-03-16,1018,1.535741482599914,1.5458224261286209,4474,9006400
104,Austria,2020-03-17,1332,0.9389005246185042,0.9458103284497387,5283,9006400
105,Austria,2020-03-18,1646,0.9218282562426017,0.9293585843442816,5588,9006400
106,Austria,2020-03-19,2013,0.6782066325408308,0.683162096591991,6909,9006400
107,Austria,2020-03-20,2388,1.0019980050002817,1.009287549844655,7657,9006400
108,Austria,2020-03-21,2814,0.7333473761125697,0.7422177717776047,8271,9006400
109,Austria,2020-03-22,3582,0.6010678405589289,0.6050054319867644,8788,9006400
110,Austria,2020-03-23,4474,0.5672238974906296,0.5680439398285365,9618,9006400
111,Austria,2020-03-24,5283,0.4446342020531854,0.4476807147765315,10180,9006400
112,Austria,2020-03-25,5588,0.6192824485238968,0.6238607185781434,10711,9006400
113,Austria,2020-03-26,6909,1.2783045570518543,1.2862356339772194,11129,9006400
114,Austria,2020-03-27,7657,0.6745782804940758,0.6792768370577207,11524,9006400
115,Austria,2020-03-28,8271,0.42895553781132645,0.4322317927226907,11781,9006400
116,Austria,2020-03-29,8788,0.6105891458585851,0.6139478624901799,12051,9006400
117,Austria,2020-03-30,9618,0.7598075570557985,0.7651185237932586,12297,9006400
118,Austria,2020-03-31,10180,0.9045979108271072,0.9107550859603957,12639,9006400
119,Belarus,2020-02-01,0,2.812370752858898e-05,2.84633065253e-05,0,9449321
120,Belarus,2020-02-02,0,6.456858038099027e-05,6.521287435700001e-05,0,9449321
121,Belarus,2020-02-03,0,0.0016652801202455625,0.0017529364527405999,0,9449321
122,Belarus,2020-02-04,0,4.21729914714452e-05,4.25988908876e-05,0,9449321
123,Belarus,2020-02-05,0,2.801101610789765e-05,2.8430257022e-05,0,9449321
124,Belarus,2020-02-06,0,6.375431217677214e-05,6.45455315227e-05,0,9449321
125,Belarus,2020-02-07,0,0.0023886742357686996,0.0025084714940476,0,9449321
126,Belarus,2020-02-08,0,5.7119655773686526e-05,5.78241085932e-05,0,9449321
127,Belarus,2020-02-09,0,3.450110295126436e-05,3.49627619807e-05,0,9449321
128,Belarus,2020-02-10,0,0.0026884932084089955,0.0028241545512379,0,9449321
129,Belarus,2020-02-11,0,7.083519318094372e-05,7.15279129533e-05,0,9449321
130,Belarus,2020-02-12,0,0.002785860494374569,0.0029231712372894,0,9449321
131,Belarus,2020-02-13,0,6.649965729193816e-05,6.71644755001e-05,0,9449321
132,Belarus,2020-02-14,0,0.002959294445184649,0.0031001044194954,0,9449321
133,Belarus,2020-02-15,0,6.125878671857572e-05,6.19945504837e-05,0,9449321
134,Belarus,2020-02-16,0,4.0537014749253165e-05,4.10369401492e-05,0,9449321
135,Belarus,2020-02-17,0,0.003019915059766388,0.0031776707026231997,0,9449321
136,Belarus,2020-02-18,0,2.1064404375945337e-05,2.12873945038e-05,0,9449321
137,Belarus,2020-02-19,0,5.174124978633745e-05,5.2477150372e-05,0,9449321
138,Belarus,2020-02-20,0,0.00010494766255979794,0.00010617782975169999,0,9449321
139,Belarus,2020-02-21,0,0.00013894153584535844,0.0001404811005642,1,9449321
140,Belarus,2020-02-22,0,0.00019002887881090167,0.0001924264469273,1,9449321
141,Belarus,2020-02-23,0,0.00034785390518424843,0.0003524691239768,1,9449321
142,Belarus,2020-02-24,0,0.003617099655309246,0.0037789076290622,1,9449321
143,Belarus,2020-02-25,0,3.5491223208211005e-05,3.58322875294e-05,1,9449321
144,Belarus,2020-02-26,0,0.0007951445425603107,0.0008054727983478,6,9449321
145,Belarus,2020-02-27,0,0.0015969250696776759,0.0016172091635331,6,9449321
146,Belarus,2020-02-28,1,0.0048553495864331764,0.0050519308181154994,6,9449321
147,Belarus,2020-02-29,1,0.002865341650845041,0.0029019412493197,6,9449321
148,Belarus,2020-03-01,1,0.0030917022546536697,0.0031285989049607,6,9449321
149,Belarus,2020-03-02,1,0.006119665958042769,0.0063053128430953,6,9449321
150,Belarus,2020-03-03,1,0.0009909277933587007,0.0010006105781833,9,9449321
151,Belarus,2020-03-04,6,0.005173908551192644,0.0052370314345495,9,9449321
152,Belarus,2020-03-05,6,0.008057261209439058,0.0081469738740935,12,9449321
153,Belarus,2020-03-06,6,0.013934135746694809,0.0142201748639838,27,9449321
154,Belarus,2020-03-07,6,0.012116974620639504,0.0122601141245746,27,9449321
155,Belarus,2020-03-08,6,0.01882580258178919,0.019061390275859506,27,9449321
156,Belarus,2020-03-09,6,0.027296113872239017,0.027626724645918598,36,9449321
157,Belarus,2020-03-10,9,0.016425399200099354,0.0166197418889567,36,9449321
158,Belarus,2020-03-11,9,0.029644035827216458,0.0300561854012558,51,9449321
159,Belarus,2020-03-12,12,0.015300002284960612,0.0154377757068862,51,9449321
160,Belarus,2020-03-13,27,0.050719946478516714,0.05134991062897,69,9449321
161,Belarus,2020-03-14,27,0.034376996576827995,0.0347746812236179,76,9449321
162,Belarus,2020-03-15,27,0.08550129398691168,0.0865898061857132,76,9449321
163,Belarus,2020-03-16,36,0.06905511324624468,0.0697307356080891,81,9449321
164,Belarus,2020-03-17,36,0.07559698409150843,0.0763933929195898,81,9449321
165,Belarus,2020-03-18,51,0.11130451699124994,0.11288084709469559,86,9449321
166,Belarus,2020-03-19,51,0.094632947254983,0.0955220533328028,86,9449321
167,Belarus,2020-03-20,69,0.20453719336205384,0.20687104121782598,94,9449321
168,Belarus,2020-03-21,76,0.14129657475259072,0.1432145198922029,94,9449321
169,Belarus,2020-03-22,76,0.2086849152400461,0.211049612280757,94,9449321
170,Belarus,2020-03-23,81,0.14963468915093597,0.151481095926374,152,9449321
171,Belarus,2020-03-24,81,0.07630015610502854,0.0771156554322032,152,9449321
172,Belarus,2020-03-25,86,0.23807538756626154,0.2419565558617817,163,9449321
173,Belarus,2020-03-26,86,0.12603606241662288,0.12726183089656432,304,9449321
174,Belarus,2020-03-27,94,0.1797393110256854,0.1816930221906892,351,9449321
175,Belarus,2020-03-28,94,0.3857097252983952,0.39100863674723285,440,9449321
176,Belarus,2020-03-29,94,0.5271737980959322,0.5326140038799729,562,9449321
177,Belarus,2020-03-30,152,0.23810979642625402,0.2406614383186101,700,9449321
178,Belarus,2020-03-31,152,0.15741269974820174,0.1588246702724275,861,9449321
179,Belgium,2020-02-01,0,0.004625687522008655,0.004116164936922699,1,11589616
180,Belgium,2020-02-02,0,0.004648528373451597,0.0045626488359915,1,11589616
181,Belgium,2020-02-03,0,0.0029433460287554953,0.0028807123347697,1,11589616
182,Belgium,2020-02-04,1,0.003975144313824629,0.0039627648732217,1,11589616
183,Belgium,2020-02-05,1,0.004110724345774736,0.0040492296472754,1,11589616
184,Belgium,2020-02-06,1,0.0065697266813253925,0.0065817458487392,1,11589616
185,Belgium,2020-02-07,1,0.0013915123630372696,0.0013949516240119,1,11589616
186,Belgium,2020-02-08,1,0.00700322266416244,0.0071514312541856,1,11589616
187,Belgium,2020-02-09,1,0.0009311911053445797,0.0009408502937991,1,11589616
188,Belgium,2020-02-10,1,0.002425640923528647,0.0024425684856887,1,11589616
189,Belgium,2020-02-11,1,0.0062150497043451354,0.0063655979868778995,1,11589616
190,Belgium,2020-02-12,1,0.005872408152546204,0.0060580060494813005,1,11589616
191,Belgium,2020-02-13,1,0.006259413184371638,0.0063328921606912,1,11589616
192,Belgium,2020-02-14,1,0.015136715346150983,0.0181612867409502,1,11589616
193,Belgium,2020-02-15,1,0.007587001519931966,0.0079337593307257,1,11589616
194,Belgium,2020-02-16,1,0.019855240441342608,0.0231724862037268,1,11589616
195,Belgium,2020-02-17,1,0.0031720285994258153,0.0031922336791435,1,11589616
196,Belgium,2020-02-18,1,0.005528955727172874,0.0056879904487802,1,11589616
197,Belgium,2020-02-19,1,0.0026123941509582694,0.0026246278382601,1,11589616
198,Belgium,2020-02-20,1,0.0071628179872773,0.007379054359966599,1,11589616
199,Belgium,2020-02-21,1,0.0054617904066495745,0.0053489407926937006,1,11589616
200,Belgium,2020-02-22,1,0.013363482884669611,0.01057602112428,1,11589616
201,Belgium,2020-02-23,1,0.012922404058709449,0.0130319129483201,2,11589616
202,Belgium,2020-02-24,1,0.023192387693537233,0.023381011605472603,8,11589616
203,Belgium,2020-02-25,1,0.0365115956552499,0.036566635998305196,13,11589616
204,Belgium,2020-02-26,1,0.05022958368451897,0.0468820887501408,23,11589616
205,Belgium,2020-02-27,1,0.069649661334327,0.0692708249423265,50,11589616
206,Belgium,2020-02-28,1,0.09267277860964063,0.0917925403145973,109,11589616
207,Belgium,2020-02-29,1,0.099874461845676,0.09695902269088039,169,11589616
208,Belgium,2020-03-01,2,0.1473813419418465,0.1526251233536191,200,11589616
209,Belgium,2020-03-02,8,0.20801433991188945,0.2127184815482164,239,11589616
210,Belgium,2020-03-03,13,0.2364959659753938,0.2350859173210173,267,11589616
211,Belgium,2020-03-04,23,0.2880769271458771,0.2852616063378356,314,11589616
212,Belgium,2020-03-05,50,0.39909312419059595,0.39923205779900334,314,11589616
213,Belgium,2020-03-06,109,0.5336941345120828,0.5335187468843473,559,11589616
214,Belgium,2020-03-07,169,0.4659645970898762,0.4614977833565166,689,11589616
