Zone,Date,ConfirmedCasesWeekLater,Origin,NumPassengers,OriginConfirmed,OriginPopulation,ImportedRisk
Hungary,2020-03-12,73,Germany,2463.5900000000006,2078,83783945,0.06145035001920334
Hungary,2020-03-12,73,Greece,320.26,99,10423056,0.0030723430207984185
Hungary,2020-03-12,73,Ireland,238.52,43,4937796,0.002104906361391094
Hungary,2020-03-12,73,Italy,100.5,15113,60461828,0.02526970364887572
Hungary,2020-03-12,73,Latvia,107.2,10,1886202,0.0005733965236599106
Hungary,2020-03-12,73,Luxembourg,119.26,19,625976,0.0036466798375214137
Hungary,2020-03-12,73,Malta,113.23,6,441539,0.0015546531101275091
Hungary,2020-03-12,73,Netherlands,591.61,503,17134873,0.017505232403424595
Hungary,2020-03-12,73,North Macedonia,133.33,7,2083380,0.0004506330938031806
Hungary,2020-03-12,73,Norway,100.5,702,5421242,0.013168445946438984
Hungary,2020-03-12,73,Poland,615.0600000000001,49,37846605,0.0008000450337074964
Hungary,2020-03-12,73,Portugal,320.26,59,10196707,0.0018834334887558196
Hungary,2020-03-12,73,Romania,332.32,49,19237682,0.0008503024998563829
Hungary,2020-03-12,73,Slovakia,6.03,16,5459643,0.000017697603595726996
Hungary,2020-03-12,73,Spain,806.6800000000001,2277,46754783,0.039810751819206375
Hungary,2020-03-12,73,Sweden,100.5,771,10099270,0.007752107104407202
Hungary,2020-03-12,73,Switzerland,296.81,652,8654618,0.02250405653336815
Hungary,2020-03-12,73,Ukraine,357.78000000000003,1,43733759,0.000008261821148316154
Hungary,2020-03-12,73,United Kingdom,2558.0600000000004,1787,67886004,0.06661764342037232
Hungary,2020-03-13,85,Austria,229.81,504,9006400,0.012887433409241169
Hungary,2020-03-13,85,Belarus,88.44,27,9449321,0.00025495315005205795
Hungary,2020-03-13,85,Belgium,718.24,559,11589616,0.03491662475974714
Hungary,2020-03-13,85,Czechia,421.43,141,10708982,0.005571876237550375
Hungary,2020-03-13,85,Denmark,238.52,801,5792203,0.03325374660022947
Hungary,2020-03-13,85,Finland,123.95,155,5540718,0.0035086759890514334
Hungary,2020-03-13,85,France,1041.18,3661,65273512,0.05886101286906769
Hungary,2020-03-13,85,Germany,2732.2599999999998,3675,83783945,0.12053316426222344
Hungary,2020-03-13,85,Greece,219.76,190,10423056,0.004044862358311057
Hungary,2020-03-13,85,Ireland,339.02,90,4937796,0.006261916243785129
Hungary,2020-03-13,85,Malta,100.5,12,441539,0.0027597386676004097
Hungary,2020-03-13,85,Moldova,6.03,6,4033963,0.000009048678250230434
Hungary,2020-03-13,85,Netherlands,707.5200000000001,804,17134873,0.03346918559162977
Hungary,2020-03-13,85,Norway,353.09000000000003,996,5421242,0.06564106329910273
Hungary,2020-03-13,85,Poland,716.23,68,37846605,0.0012930995716564045
Hungary,2020-03-13,85,Portugal,133.33,112,10196707,0.0014906744872631964
Hungary,2020-03-13,85,Romania,328.96999999999997,89,19237682,0.001529896618473684
Hungary,2020-03-13,85,Spain,1508.1699999999998,5232,46754783,0.1679115713748001
Hungary,2020-03-13,85,Sweden,486.42,923,10099270,0.04486268864434585
Hungary,2020-03-13,85,Switzerland,280.72999999999996,1139,8654618,0.03719712641604281
Hungary,2020-03-13,85,Ukraine,774.52,3,43733759,0.00005356835062974022
Hungary,2020-03-13,85,United Kingdom,2895.7400000000007,2266,67886004,0.09773068043541895
Hungary,2020-03-14,103,Albania,100.5,38,2877800,0.0013329481555190497
Hungary,2020-03-14,103,Austria,136.68,655,9006400,0.009969599425222637
Hungary,2020-03-14,103,Belgium,302.84,689,11589616,0.018164000684121023
Hungary,2020-03-14,103,Bulgaria,106.53,41,6948445,0.0006314351062023846
Hungary,2020-03-14,103,Czechia,171.52,189,10708982,0.003041922190815257
Hungary,2020-03-14,103,Denmark,119.26,827,5792203,0.017179244527216017
Hungary,2020-03-14,103,Finland,183.57999999999998,225,5540718,0.007543498401438667
Hungary,2020-03-14,103,France,830.13,4469,65273512,0.05738010898149262
Hungary,2020-03-14,103,Germany,1423.08,4585,83783945,0.07835077131619098
Hungary,2020-03-14,103,Greece,252.59000000000003,228,10423056,0.005570594864197897
Hungary,2020-03-14,103,Iceland,133.33,156,341250,0.06231507844260052
Hungary,2020-03-14,103,Ireland,119.26,129,4937796,0.003157358241068554
Hungary,2020-03-14,103,Luxembourg,119.26,51,625976,0.009802915324494715
Hungary,2020-03-14,103,Malta,219.76,18,441539,0.009051940545928696
Hungary,2020-03-14,103,Montenegro,100.5,0,628062,0.0
Hungary,2020-03-14,103,Netherlands,591.61,959,17134873,0.033405759203199666
Hungary,2020-03-14,103,Norway,100.5,1090,5421242,0.020416536604799227
Hungary,2020-03-14,103,Poland,523.94,103,37846605,0.0014335484499560392
Hungary,2020-03-14,103,Portugal,439.52,169,10196707,0.006843002829087506
Hungary,2020-03-14,103,Romania,134.0,123,19237682,0.0008611969056079939
Hungary,2020-03-14,103,Slovenia,2.01,181,2078932,0.00017499850884973632
Hungary,2020-03-14,103,Spain,822.09,6391,46754783,0.11396149660684422
Hungary,2020-03-14,103,Sweden,119.26,994,10099270,0.011842381144064905
Hungary,2020-03-14,103,Switzerland,172.19,1359,8654618,0.027217858150757585
Hungary,2020-03-14,103,Ukraine,789.26,3,43733759,0.00005454207133902684
Hungary,2020-03-14,103,United Kingdom,2132.6099999999997,2630,67886004,0.08302512346189793
Hungary,2020-03-15,131,Belarus,33.5,27,9449321,0.0000964306381774694
Hungary,2020-03-15,131,Belgium,403.34,886,11589616,0.031099393897106954
Hungary,2020-03-15,131,Bosnia and Herzegovina,100.5,24,3280815,0.0007384477788687815
Hungary,2020-03-15,131,Czechia,119.26,253,10708982,0.0028300317539992166
Hungary,2020-03-15,131,Denmark,243.21,864,5792203,0.036547496142433744
Hungary,2020-03-15,131,Finland,429.47,244,5540718,0.01912700160215623
Hungary,2020-03-15,131,France,1233.47,4499,65273512,0.08579195911612168
Hungary,2020-03-15,131,Germany,2972.7899999999995,5795,83783945,0.20689044935413856
Hungary,2020-03-15,131,Greece,420.76,331,10423056,0.013481695227034966
Hungary,2020-03-15,131,Ireland,471.01000000000005,129,4937796,0.012478626664163384
Hungary,2020-03-15,131,Kosovo,0,5,1810366,0
Hungary,2020-03-15,131,Latvia,107.2,30,1886202,0.0017176506480757598
Hungary,2020-03-15,131,Netherlands,548.0600000000001,1135,17134873,0.03662613847537725
Hungary,2020-03-15,131,North Macedonia,133.33,14,2083380,0.0009012661601587848
Hungary,2020-03-15,131,Norway,219.76,1221,5421242,0.05000962839986759
Hungary,2020-03-15,131,Portugal,100.5,245,10196707,0.0024615591271937784
Hungary,2020-03-15,131,Romania,100.5,131,19237682,0.0006873989211296012
Hungary,2020-03-15,131,Spain,1032.47,7798,46754783,0.17469737414064673
Hungary,2020-03-15,131,Sweden,353.09000000000003,1063,10099270,0.03749309266470649
Hungary,2020-03-15,131,Switzerland,103.18,2200,8654618,0.026421611264210505
Hungary,2020-03-15,131,Ukraine,682.73,3,43733759,0.00004717939669623301
Hungary,2020-03-15,131,United Kingdom,2223.73,3072,67886004,0.10178559491316193
Hungary,2020-03-16,167,Belgium,635.83,1058,11589616,0.05853155291535986
Hungary,2020-03-16,167,Bosnia and Herzegovina,201.0,25,3280815,0.0015372976532843346
Hungary,2020-03-16,167,Czechia,369.17,298,10708982,0.010318549085466191
Hungary,2020-03-16,167,Denmark,238.52,914,5792203,0.037916950929747305
Hungary,2020-03-16,167,Finland,100.5,277,5540718,0.005084060126491144
Hungary,2020-03-16,167,France,726.2800000000001,6633,65273512,0.07445826706223728
Hungary,2020-03-16,167,Germany,1987.22,7272,83783945,0.1735361167803425
Hungary,2020-03-16,167,Greece,119.26,331,10423056,0.0038266381984203104
Hungary,2020-03-16,167,Ireland,339.02,169,4937796,0.011769747560484137
Hungary,2020-03-16,167,Malta,6.03,30,441539,0.000414572270985949
Hungary,2020-03-16,167,Netherlands,791.2700000000001,1413,17134873,0.06583152518145592
Hungary,2020-03-16,167,Norway,119.26,1333,5421242,0.02962880290404374
Hungary,2020-03-16,167,Portugal,216.41000000000003,331,10196707,0.007157101969274344
Hungary,2020-03-16,167,Romania,301.5,158,19237682,0.0024881037506950788
Hungary,2020-03-16,167,Slovenia,2.01,253,2078932,0.00024461117535349886
Hungary,2020-03-16,167,Spain,1114.21,9942,46754783,0.24016239891479624
Hungary,2020-03-16,167,Sweden,233.83,1146,10099270,0.02676964368987407
Hungary,2020-03-16,167,Switzerland,202.34,2200,8654618,0.05181528826431419
Hungary,2020-03-16,167,Ukraine,445.54999999999995,7,43733759,0.00007184448795613845
Hungary,2020-03-16,167,United Kingdom,3027.060000000001,3684,67886004,0.1652762046351349
Hungary,2020-03-17,187,Albania,100.5,55,2877800,0.0019321183552692808
Hungary,2020-03-17,187,Austria,130.65,1332,9006400,0.019351010849880296
Hungary,2020-03-17,187,Belarus,50.92,36,9449321,0.00019543275757758326
Hungary,2020-03-17,187,Belgium,332.32,1243,11589616,0.035974964264761204
Hungary,2020-03-17,187,Bulgaria,100.5,67,6948445,0.0009748075109102262
Hungary,2020-03-17,187,Czechia,369.17,396,10708982,0.013704735217158794
Hungary,2020-03-17,187,Denmark,238.52,977,5792203,0.040590363076645694
Hungary,2020-03-17,187,Finland,100.5,321,5540718,0.005882941315343164
Hungary,2020-03-17,187,France,527.29,7652,65273512,0.06243549400134166
Hungary,2020-03-17,187,Germany,1244.1899999999998,9257,83783945,0.13828779934518765
Hungary,2020-03-17,187,Greece,252.59000000000003,387,10423056,0.009455349724368945
Hungary,2020-03-17,187,Iceland,133.33,220,341250,0.0878795761899893
Hungary,2020-03-17,187,Ireland,119.26,223,4937796,0.005466132969531861
Hungary,2020-03-17,187,Luxembourg,119.26,140,625976,0.026909902827834318
Hungary,2020-03-17,187,Malta,119.26,38,441539,0.010385799116489751
Hungary,2020-03-17,187,Netherlands,472.35,1705,17134873,0.04741931191105435
Hungary,2020-03-17,187,Norway,119.26,1463,5421242,0.032566357976275384
Hungary,2020-03-17,187,Poland,119.26,238,37846605,0.000752190174194872
Hungary,2020-03-17,187,Portugal,238.52,448,10196707,0.010674808148172378
Hungary,2020-03-17,187,Romania,229.80999999999997,184,19237682,0.0022066999376145454
Hungary,2020-03-17,187,Spain,692.11,11748,46754783,0.17319237479928437
Hungary,2020-03-17,187,Sweden,119.26,1265,10099270,0.015093302288312684
Hungary,2020-03-17,187,Switzerland,64.32,2700,8654618,0.020184879000020424
Hungary,2020-03-17,187,Ukraine,119.26,14,43733759,0.000038460339944979685
Hungary,2020-03-17,187,United Kingdom,2040.1499999999996,4452,67886004,0.13422769698683976
Hungary,2020-03-18,226,Austria,130.65,1646,9006400,0.02391273349879496
Hungary,2020-03-18,226,Belarus,50.92,51,9449321,0.0002768630681926781
Hungary,2020-03-18,226,Belgium,365.15000000000003,1486,11589616,0.0472355213971734
Hungary,2020-03-18,226,Bosnia and Herzegovina,100.5,38,3280815,0.0011692089493436243
Hungary,2020-03-18,226,Czechia,249.91000000000003,464,10708982,0.010867817808993565
Hungary,2020-03-18,226,Finland,83.08,336,5540718,0.0050980080189166116
Hungary,2020-03-18,226,France,728.29,9043,65273512,0.10187773820744794
Hungary,2020-03-18,226,Germany,1523.58,12327,83783945,0.2254916513220287
Hungary,2020-03-18,226,Greece,207.70000000000002,418,10423056,0.008411383871801617
Hungary,2020-03-18,226,Ireland,219.76,292,4937796,0.01318009916016482
Hungary,2020-03-18,226,Netherlands,185.59,2051,17134873,0.02241233181050406
Hungary,2020-03-18,226,North Macedonia,100.5,35,2083380,0.0016983656987851947
Hungary,2020-03-18,226,Poland,77.72,251,37846605,0.0005177305791316445
Hungary,2020-03-18,226,Portugal,83.08,448,10196707,0.0037209371264767315
Hungary,2020-03-18,226,Romania,393.96,260,19237682,0.005350987900721704
Hungary,2020-03-18,226,Slovenia,2.01,275,2078932,0.0002662745956210993
Hungary,2020-03-18,226,Spain,460.96,13910,46754783,0.13916270049281468
Hungary,2020-03-18,226,Sweden,334.33000000000004,1410,10099270,0.047064821300618426
Hungary,2020-03-18,226,Ukraine,330.98,14,43733759,0.00010673824681359535
Hungary,2020-03-18,226,United Kingdom,1331.96,5451,67886004,0.10819332590212406
Hungary,2020-03-19,261,Albania,100.5,64,2877800,0.002248283110959523
Hungary,2020-03-19,261,Austria,130.65,2013,9006400,0.029244427338679324
Hungary,2020-03-19,261,Belgium,332.32,1795,11589616,0.05192773159997284
Hungary,2020-03-19,261,Bulgaria,100.5,94,6948445,0.0013656219799409485
Hungary,2020-03-19,261,Czechia,255.94000000000003,694,10708982,0.016659941718327284
Hungary,2020-03-19,261,Denmark,357.78000000000003,1151,5792203,0.07169372169641568
Hungary,2020-03-19,261,Finland,219.76,400,5540718,0.016053631142721035
Hungary,2020-03-19,261,France,326.29,10871,65273512,0.05153204841663801
Hungary,2020-03-19,261,Germany,1181.88,15320,83783945,0.2174436250870914
Hungary,2020-03-19,261,Greece,320.26,418,10423056,0.012952964901149557
Hungary,2020-03-19,261,Ireland,238.52,557,4937796,0.027326279231550718
Hungary,2020-03-19,261,Luxembourg,119.26,335,625976,0.06439123926659823
Hungary,2020-03-19,261,Netherlands,469.6700000000001,2460,17134873,0.06802907746473473
Hungary,2020-03-19,261,Poland,502.5,355,37846605,0.004734364725596644
Hungary,2020-03-19,261,Portugal,284.08,785,10196707,0.01890809376527077
Hungary,2020-03-19,261,Romania,282.07,277,19237682,0.004077957423533627
Hungary,2020-03-19,261,Spain,578.88,17963,46754783,0.22555756904545432
Hungary,2020-03-19,261,Sweden,100.5,1553,10099270,0.015614793307656501
Hungary,2020-03-19,261,Switzerland,1.34,4075,8654618,0.0006356073738071485
Hungary,2020-03-19,261,Ukraine,119.26,16,43733759,0.0000440847009711227
Hungary,2020-03-19,261,United Kingdom,1915.5299999999997,6506,67886004,0.1842936553494346
Hungary,2020-03-20,300,Austria,130.65,2388,9006400,0.03469234219221615
Hungary,2020-03-20,300,Belarus,50.92,69,9449321,0.0003745794357638549
Hungary,2020-03-20,300,Belgium,332.32,2257,11589616,0.065292932441122
Hungary,2020-03-20,300,Czechia,130.65,833,10708982,0.010192691611097664
Hungary,2020-03-20,300,France,477.03999999999996,12612,65273512,0.09299553087747849
Hungary,2020-03-20,300,Germany,1163.79,19848,83783945,0.2772734574369679
Hungary,2020-03-20,300,Greece,202.34,495,10423056,0.009694827059660533
Hungary,2020-03-20,300,Ireland,219.76,683,4937796,0.030804030291927194
Hungary,2020-03-20,300,Netherlands,369.1700000000001,2994,17134873,0.06507956602900351
Hungary,2020-03-20,300,Portugal,133.33,1020,10196707,0.013575747198386775
Hungary,2020-03-20,300,Romania,257.28,308,19237682,0.004139898152953169
Hungary,2020-03-20,300,Slovenia,2.01,341,2078932,0.00033018047098579183
Hungary,2020-03-20,300,Spain,1242.18,20410,46754783,0.5498855452109687
Hungary,2020-03-20,300,Sweden,367.16,1733,10099270,0.06355566224403962
Hungary,2020-03-20,300,Switzerland,1.34,5294,8654618,0.0008257421434472011
Hungary,2020-03-20,300,Ukraine,330.98,29,43733759,0.0002211006531773315
Hungary,2020-03-20,300,United Kingdom,1678.35,7760,67886004,0.1942011851509782
Hungary,2020-03-21,343,Albania,100.5,76,2877800,0.0026698360961463323
Hungary,2020-03-21,343,Belgium,219.76,2815,11589616,0.05385239490774546
Hungary,2020-03-21,343,Bulgaria,100.5,163,6948445,0.0023715462991341944
Hungary,2020-03-21,343,France,462.96999999999997,14282,65273512,0.10231087589384151
Hungary,2020-03-21,343,Germany,706.85,22213,83783945,0.1885695276474117
Hungary,2020-03-21,343,Greece,219.76,530,10423056,0.011264960689517009
Hungary,2020-03-21,343,Iceland,133.33,473,341250,0.189214502807371
Hungary,2020-03-21,343,Ireland,119.26,785,4937796,0.019213321004152625
Hungary,2020-03-21,343,Luxembourg,119.26,670,625976,0.12859169963225212
Hungary,2020-03-21,343,Netherlands,353.09000000000003,3631,17134873,0.07547768401903829
Hungary,2020-03-21,343,Portugal,458.28,1280,10196707,0.058579166814701836
Hungary,2020-03-21,343,Romania,100.5,367,19237682,0.001925766290149167
Hungary,2020-03-21,343,Spain,233.83,25374,46754783,0.12865228741164025
Hungary,2020-03-21,343,Sweden,119.26,1868,10099270,0.022255069489197043
Hungary,2020-03-21,343,Switzerland,12.73,6575,8654618,0.00972833433230721
Hungary,2020-03-21,343,Ukraine,330.98,47,43733759,0.0003583355395133856
Hungary,2020-03-21,343,United Kingdom,1512.8600000000001,8957,67886004,0.20020903379177163
Hungary,2020-03-22,408,Belarus,50.92,76,9449321,0.0004125802497899794
Hungary,2020-03-22,408,Belgium,219.76,3401,11589616,0.06506282411903504
Hungary,2020-03-22,408,Bosnia and Herzegovina,100.5,126,3280815,0.003871128733435828
Hungary,2020-03-22,408,France,563.47,16018,65273512,0.13960768432422327
Hungary,2020-03-22,408,Germany,1137.66,24873,83783945,0.339876106776326
Hungary,2020-03-22,408,Greece,320.26,624,10423056,0.019345449137328247
Hungary,2020-03-22,408,Ireland,339.02,906,4937796,0.06316232620028463
Hungary,2020-03-22,408,Netherlands,252.59000000000003,4204,17134873,0.06252372622523611
Hungary,2020-03-22,408,Romania,152.76,433,19237682,0.003458822099952914
Hungary,2020-03-22,408,Spain,334.33000000000004,28768,46754783,0.20852419052989132
Hungary,2020-03-22,408,Sweden,233.83,1986,10099270,0.04635228880676556
Hungary,2020-03-22,408,Ukraine,205.02,73,43733759,0.0003447540364676505
Hungary,2020-03-22,408,United Kingdom,1092.1000000000001,10333,67886004,0.16825919570259376
Hungary,2020-03-23,447,Belgium,350.41,3743,11589616,0.11022900583254983
Hungary,2020-03-23,447,Czechia,130.65,1236,10708982,0.01514619534749524
Hungary,2020-03-23,447,France,453.59000000000003,19856,65273512,0.13926239124994838
Hungary,2020-03-23,447,Germany,718.24,29056,83783945,0.25067874017568487
Hungary,2020-03-23,447,Greece,119.26,695,10423056,0.008034779263709758
Hungary,2020-03-23,447,Ireland,219.76,1125,4937796,0.050813556141270214
Hungary,2020-03-23,447,Italy,24.79,63927,60461828,0.024535001567978568
Hungary,2020-03-23,447,Netherlands,359.79,4749,17134873,0.10060441604201212
Hungary,2020-03-23,447,Poland,67.0,749,37846605,0.001331845592295724
Hungary,2020-03-23,447,Portugal,133.33,2060,10196707,0.02745810596745165
Hungary,2020-03-23,447,Romania,263.30999999999995,576,19237682,0.007918394876306516
Hungary,2020-03-23,447,Spain,542.7,35136,46754783,0.4142372364337252
Hungary,2020-03-23,447,Sweden,233.83,2168,10099270,0.050642670855977415
Hungary,2020-03-23,447,United Kingdom,1412.36,12668,67886004,0.26346716155176175
Hungary,2020-03-24,492,Austria,130.65,5283,9006400,0.07686352455588284
Hungary,2020-03-24,492,Belgium,332.32,4269,11589616,0.1235597807198954
Hungary,2020-03-24,492,Bulgaria,100.5,218,6948445,0.0031717610427315452
Hungary,2020-03-24,492,Czechia,130.65,1394,10708982,0.017082357558296977
Hungary,2020-03-24,492,France,238.52,22304,65273512,0.08247073094594115
Hungary,2020-03-24,492,Germany,561.46,32986,83783945,0.2224354612672228
Hungary,2020-03-24,492,Greece,252.59000000000003,743,10423056,0.018153286011402762
Hungary,2020-03-24,492,Guangdong,308.63599999999997,1428,113460000,0.004101484950008925
Hungary,2020-03-24,492,Iceland,133.33,648,341250,0.2588338021686729
Hungary,2020-03-24,492,Ireland,119.26,1329,4937796,0.032575998124171605
Hungary,2020-03-24,492,Luxembourg,119.26,1099,625976,0.2112376630716749
Hungary,2020-03-24,492,Netherlands,235.84000000000003,5560,17134873,0.07720718937692925
Hungary,2020-03-24,492,Portugal,339.02,2362,10196707,0.08005349226489089
Hungary,2020-03-24,492,Romania,229.80999999999997,794,19237682,0.009519190891754407
Hungary,2020-03-24,492,Serbia,6.7,303,8737370,0.00023303409354725593
Hungary,2020-03-24,492,Spain,233.83,39885,46754783,0.2023539443072706
Hungary,2020-03-24,492,Sweden,119.26,2398,10099270,0.028569387916655163
Hungary,2020-03-24,492,United Kingdom,1192.6000000000001,15039,67886004,0.26412239355189604
Hungary,2020-03-25,525,Austria,130.65,5588,9006400,0.08118116761793995
Hungary,2020-03-25,525,Belgium,112.56,4937,11589616,0.04844680621933018
Hungary,2020-03-25,525,Bosnia and Herzegovina,100.5,176,3280815,0.005407290512304437
Hungary,2020-03-25,525,Czechia,231.15,1654,10708982,0.03585955870132082
Hungary,2020-03-25,525,France,301.5,25233,65273512,0.11758879080044597
Hungary,2020-03-25,525,Germany,814.7200000000001,37323,83783945,0.3653229154820671
Hungary,2020-03-25,525,Netherlands,252.59000000000003,6412,17134873,0.0953618879375217
Hungary,2020-03-25,525,Norway,89.78,3084,5421242,0.051756161255993874
Hungary,2020-03-25,525,Romania,229.80999999999997,906,19237682,0.010867326614885396
Hungary,2020-03-25,525,Spain,133.33,49515,46754783,0.14287687617820932
Hungary,2020-03-25,525,Sweden,233.83,2712,10099270,0.06333694662625075
Hungary,2020-03-25,525,Ukraine,330.98,145,43733759,0.0011055032280993006
Hungary,2020-03-25,525,United Kingdom,619.7500000000001,17732,67886004,0.163855514912255
Hungary,2020-03-26,585,Belgium,112.56,6235,11589616,0.061183976155794115
Hungary,2020-03-26,585,Bulgaria,100.5,264,6948445,0.003835363150672058
Hungary,2020-03-26,585,Czechia,130.65,1925,10708982,0.023589329654951082
Hungary,2020-03-26,585,France,100.5,29155,65273512,0.04535542716560395
Hungary,2020-03-26,585,Germany,409.37,43938,83783945,0.21585128616824073
Hungary,2020-03-26,585,Greece,100.5,892,10423056,0.008677283751670435
Hungary,2020-03-26,585,Netherlands,219.76,7431,17134873,0.09615252696681588
Hungary,2020-03-26,585,Portugal,100.5,3544,10196707,0.03009102875221428
Hungary,2020-03-26,585,Romania,129.31,1029,19237682,0.006941235653362481
Hungary,2020-03-26,585,Spain,6.7,57786,46754783,0.008428582460726109
Hungary,2020-03-26,585,United Kingdom,308.2,20816,67886004,0.09562958289399388
Hungary,2020-03-27,623,Austria,130.65,7657,9006400,0.11123906030570081
Hungary,2020-03-27,623,Belarus,50.92,94,9449321,0.0005102966239621656
Hungary,2020-03-27,623,Belgium,112.56,7284,11589616,0.0713723209272419
Hungary,2020-03-27,623,Bulgaria,123.95,293,6948445,0.0052576541062110665
Hungary,2020-03-27,623,Czechia,130.65,2279,10708982,0.027927308185309
Hungary,2020-03-27,623,Finland,20.1,1041,5540718,0.003843927398180889
Hungary,2020-03-27,623,Germany,409.37,50871,83783945,0.2500010400385456
Hungary,2020-03-27,623,Ireland,100.5,2121,4937796,0.043810968651645084
Hungary,2020-03-27,623,Italy,112.56,86498,60461828,0.162221959769683
Hungary,2020-03-27,623,Netherlands,100.5,8603,17134873,0.050907333789991946
Hungary,2020-03-27,623,Romania,104.52,1292,19237682,0.00704551369860682
Hungary,2020-03-27,623,Slovakia,119.26,269,5459643,0.005884698283692102
Hungary,2020-03-27,623,Spain,201.0,65719,46754783,0.28800134402394784
Hungary,2020-03-27,623,Sweden,100.5,3363,10099270,0.033763642118364925
Hungary,2020-03-27,623,Ukraine,335.0,310,43733759,0.0023921958957207885
Hungary,2020-03-27,623,United Kingdom,621.76,24017,67886004,0.222741251626904
Hungary,2020-03-28,678,Bulgaria,100.5,331,6948445,0.004808731500286344
Hungary,2020-03-28,678,Germany,225.12,57695,83783945,0.15593889332963373
Hungary,2020-03-28,678,Greece,100.5,1061,10423056,0.01032129595833988
Hungary,2020-03-28,678,Italy,100.5,92472,60461828,0.15461633810526398
Hungary,2020-03-28,678,Netherlands,100.5,9762,17134873,0.05776553537206191
Hungary,2020-03-28,678,Poland,49.58,1638,37846605,0.0021585343597694566
Hungary,2020-03-28,678,Ukraine,330.98,356,43733759,0.002714200862311736
Hungary,2020-03-28,678,United Kingdom,201.0,26839,67886004,0.08040999749674455
Hungary,2020-03-29,733,Belarus,67.0,94,9449321,0.0006714429262660072
Hungary,2020-03-29,733,Bosnia and Herzegovina,100.5,323,3280815,0.009923604819785091
Hungary,2020-03-29,733,Germany,178.22,62095,83783945,0.13286636849406464
Hungary,2020-03-29,733,Ireland,100.5,2615,4937796,0.054014800788541074
Hungary,2020-03-29,733,Netherlands,100.5,10866,17134873,0.0642982729923885
Hungary,2020-03-29,733,United Kingdom,420.76,29696,67886004,0.18624288996083682
Hungary,2020-03-30,744,Belgium,130.65,11899,11589616,0.1230585978253191
Hungary,2020-03-30,744,Czechia,130.65,3001,10708982,0.036774817406072295
Hungary,2020-03-30,744,France,100.5,44550,65273512,0.06899857061266532
Hungary,2020-03-30,744,Germany,213.06,66885,83783945,0.16473906397192706
Hungary,2020-03-30,744,Netherlands,133.33,11750,17134873,0.09224205560670608
Hungary,2020-03-30,744,Romania,129.31,2109,19237682,0.014239025132802162
Hungary,2020-03-30,744,Sweden,100.5,4359,10099270,0.04376316248906906
Hungary,2020-03-30,744,Ukraine,330.98,548,43733759,0.004178039295807889
Hungary,2020-03-30,744,United Kingdom,420.76,33969,67886004,0.2130413861153991
Hungary,2020-03-31,817,Austria,130.65,10180,9006400,0.1481107287852084
Hungary,2020-03-31,817,Belarus,67.0,152,9449321,0.0010857374338322531
Hungary,2020-03-31,817,Belgium,112.56,12775,11589616,0.12517519107834194
Hungary,2020-03-31,817,Czechia,130.65,3308,10708982,0.040536844680412853
Hungary,2020-03-31,817,Germany,359.12000000000006,71808,83783945,0.30960949755315353
Hungary,2020-03-31,817,Netherlands,100.5,12595,17134873,0.07452932538020167
Hungary,2020-03-31,817,Poland,49.58,2311,37846605,0.003045404144583329
Hungary,2020-03-31,817,Romania,129.31,2245,19237682,0.015143895767818853
Hungary,2020-03-31,817,Slovakia,2.68,363,5459643,0.000178978638025579
Hungary,2020-03-31,817,Spain,100.5,95923,46754783,0.20863184476588473
Hungary,2020-03-31,817,United Kingdom,311.55,38484,67886004,0.17871218832385538
Iceland,2020-03-01,50,Belgium,261.3,2,11589616,0.00004589838092290153
Iceland,2020-03-01,50,Denmark,408.03000000000003,4,5792203,0.0002863939865064388
Iceland,2020-03-01,50,Finland,254.60000000000002,6,5540718,0.00028104898097513196
Iceland,2020-03-01,50,France,193.63,130,65273512,0.00039195353522222977
Iceland,2020-03-01,50,Germany,524.61,130,83783945,0.0008291752833462929
Iceland,2020-03-01,50,Ireland,130.65,1,4937796,0.000026773651595727037
Iceland,2020-03-01,50,Latvia,100.5,0,1886202,0.0
Iceland,2020-03-01,50,Netherlands,153.43,10,17134873,0.00009100913336512767
Iceland,2020-03-01,50,Norway,369.17,19,5421242,0.0013111546760414031
Iceland,2020-03-01,50,Slovakia,119.26,0,5459643,0.0
Iceland,2020-03-01,50,Spain,119.26,84,46754783,0.00022133963132029406
Iceland,2020-03-01,50,Sweden,261.3,14,10099270,0.00036815697743868545
Iceland,2020-03-01,50,Switzerland,130.65,27,8654618,0.00041549294443729605
Iceland,2020-03-01,50,United Kingdom,1932.9500000000005,94,67886004,0.0027148550136539364
Iceland,2020-03-02,58,Belgium,261.3,8,11589616,0.0001834580445703926
Iceland,2020-03-02,58,Denmark,696.13,4,5792203,0.000488609773366486
Iceland,2020-03-02,58,Finland,254.60000000000002,6,5540718,0.00028104898097513196
Iceland,2020-03-02,58,France,284.08000000000004,191,65273512,0.00072077927422596
Iceland,2020-03-02,58,Germany,280.06,159,83783945,0.0005418377267073367
Iceland,2020-03-02,58,Ireland,243.21,1,4937796,0.00004984018220127648
Iceland,2020-03-02,58,Lithuania,100.5,1,2722291,0.000037688716841407145
Iceland,2020-03-02,58,Netherlands,375.2,18,17134873,0.00040043762104816067
Iceland,2020-03-02,58,Norway,380.56000000000006,25,5421242,0.0017784311688410683
Iceland,2020-03-02,58,Poland,572.85,0,37846605,0.0
Iceland,2020-03-02,58,Spain,119.26,120,46754783,0.0003161994588257003
Iceland,2020-03-02,58,Sweden,130.65,19,10099270,0.000249820802491506
